25185	2	1765	1	3	2	2	1	-1	
25185	2	1805	4	15	11	1	-1	-1	
25185	2	1907	2	4	1	-1	-1	-1	
63117	2	1125	1	4	5	5	1	-1	
63117	2	1225	3	7	9	9	9	-1	
63117	2	1605	1	5	5	4	1	4	
63117	2	1615	3	7	8	9	7	9	
63117	2	1843	2	6	-1	-1	-1	-1	
63117	2	2811	1	-1	-1	-1	-1	-1	
63117	2	2900	1	-1	-1	-1	-1	-1	
63117	2	2966	1	3	4	3	4	1	
63117	2	2975	2	3	3	4	4	4	
63117	2	1207	1	4	4	1	2	-1	
63117	2	5291	-1	-1	-1	-1	-1	-1	
14500	2	1125	1	2	3	3	1	-1	
14500	2	1261	2	5	4	1	-1	-1	
14500	2	1359	2	6	5	5	5	5	
14500	2	1669	1	1	1	2	1	1	
14500	2	1792	1	1	3	3	-1	-1	
14500	2	1869	1	1	3	1	-1	-1	
14500	2	1920	1	3	1	-1	-1	-1	
14500	2	2811	1	-1	-1	-1	-1	-1	
53442	2	1077	1	6	-1	-1	-1	-1	
53442	2	1079	1	3	-1	-1	-1	-1	
53442	2	1209	1	3	2	4	1	-1	
53442	2	1317	1	1	3	2	2	1	
53442	2	1629	2	5	5	5	4	1	
53442	2	1765	3	13	12	1	2	-1	
53442	2	1809	2	6	1	1	-1	-1	
53442	2	1959	1	2	5	5	1	-1	
53442	2	2803	2	-1	-1	-1	-1	-1	
45981	2	1215	3	11	12	11	13	-1	
45981	2	1513	1	3	1	1	-1	-1	
45981	2	1615	5	14	15	13	13	14	
45981	2	1785	1	1	1	2	2	3	
45981	2	1805	5	16	13	2	-1	-1	
45981	2	1915	2	10	2	-1	-1	-1	
45981	2	2810	2	-1	-1	-1	-1	-1	
45981	2	2966	1	4	3	1	3	1	
45981	2	2975	2	4	4	4	3	3	
50700	2	1055	1	1	-1	-1	-1	-1	
50700	2	1225	4	12	11	12	10	-1	
50700	2	1319	1	2	1	2	1	2	
50700	2	1629	1	1	3	3	3	1	
50700	2	1771	1	1	1	-1	-1	-1	
50700	2	1849	3	13	10	13	11	12	
50700	2	1925	2	6	6	7	1	-1	
50700	2	1940	1	3	1	3	1	-1	
50700	2	2811	2	-1	-1	-1	-1	-1	
53473	2	1012	1	3	5	3	3	3	
53473	2	1077	1	1	-1	-1	-1	-1	
53473	2	1209	1	3	4	2	1	-1	
53473	2	1355	1	4	3	4	3	1	
53473	2	1605	1	4	3	3	3	5	
53473	2	1765	2	11	11	2	2	-1	
53473	2	1805	3	12	10	2	-1	-1	
53473	2	1959	1	2	6	1	1	-1	
53473	2	2808	1	-1	-1	-1	-1	-1	
51269	2	1105	2	7	9	8	1	-1	
51269	2	1215	1	5	3	5	5	-1	
51269	2	1338	1	1	2	1	1	2	
51269	2	1435	1	2	1	1	1	-1	
51269	2	1615	5	14	14	14	13	14	
51269	2	1845	1	1	4	1	5	1	
51269	2	1915	1	2	1	-1	-1	-1	
51269	2	2810	4	-1	-1	-1	-1	-1	
58601	2	1105	2	9	11	7	1	-1	
58601	2	1225	2	5	6	4	4	-1	
58601	2	1339	1	1	1	1	1	2	
58601	2	1650	1	2	1	4	3	1	
58601	2	1690	1	-1	-1	-1	-1	-1	
58601	2	1845	1	4	2	1	1	1	
58601	2	1849	3	13	13	11	12	12	
58601	2	1925	2	7	6	6	1	-1	
58601	2	2811	1	-1	-1	-1	-1	-1	
50000	2	1077	1	1	-1	-1	-1	-1	
50000	2	1079	1	4	-1	-1	-1	-1	
50000	2	1282	2	4	4	-1	-1	-1	
50000	2	1513	1	4	4	4	-1	-1	
50000	2	1649	1	3	2	2	3	2	
