51541	1844
54125	2976
49414	2947
49220	7985
48268	2947
58913	2947
48494	1125
50088	1226
52137	2810
50644	1216
49959	2818
55414	2810
59277	1017
45176	2947
54420	2947
51662	2945
53295	2964
42212	2947
59317	2976
62884	2804
59796	1035
59399	1226
50171	1226
62866	1216
50946	1229
61207	1216
59274	1261
59709	1670
58288	1125
50948	1056
14600	2810
62864	1394
50879	1208
59723	1055
70001	2804
59340	1208
48889	1208
58917	1929
51913	1208
60590	1650
62783	1229
48997	1012
60525	1210
706642	1216
61132	1650
57358	1639
56109	1261
46986	1261
45267	1358
57466	1226
62886	1088
62865	1616
48540	2818
70036	2947
57427	1208
51522	1606
59243	1208
55331	1606
52393	1616
49502	1226
49508	1226
48288	1013
48227	2818
61510	2947
55593	2945
52091	1844
53885	1136
46439	2947
48886	2947
51383	2947
51523	1208
48167	2974
50643	1216
54068	2810
51745	2966
55199	1013
49852	1012
58891	2810
60984	1216
58188	2964
48291	1208
707179	2810
14591	1216
14505	1216
52401	1226
46039	1606
45159	1355
51994	1216
60440	1088
58573	2810
49454	2965
709513	1013
70017	1210
51732	1422
46356	1352
14524	1229
48216	2818
51694	1210
700770	1210
62592	1208
39310	1930
35553	1649
46568	1055
58449	1208
51973	1051
54010	1358
53118	1210
14517	1061
51596	1210
59327	1051
50476	1929
14509	1357
42623	1261
14558	1079
54664	1058
58365	1229
51584	1355
57599	1357
53245	1065
51539	1210
50722	1229
55819	1208
70015	1208
14626	1013
51324	1216
14552	1013
61732	2810
61847	2803
14590	1216
61965	2811
59000	1051
70031	2804
47215	1208
14597	1105
51612	1606
49700	1057
52080	1639
46047	2810
47926	1616
57087	1355
14575	1639
14619	1057
51761	1210
42033	1088
48651	1930
14504	1229
51989	1208
50189	1248
50805	1282
44747	1261
62648	1625
14617	1616
61154	1216
62767	1023
61200	1216
55961	2810
46007	1210
59084	1208
50058	1226
47803	1926
61616	1355
50955	2965
57438	1216
49882	1118
52110	1355
59985	1229
58381	2806
51993	1208
51637	1210
51594	1606
59763	1210
60776	2804
51651	2801
70047	2804
61924	1639
54046	1930
47810	2810
62887	1606
48262	2818
70062	1216
49530	1210
57350	2810
51643	1208
49405	2811
44648	1961
50119	2811
59055	1638
14620	1216
59268	1216
51577	1208
14584	1916
49085	1522
48147	1216
44675	1860
56409	1013
59241	1357
50447	1229
51937	1012
49080	1226
62885	1226
46107	1208
51100	1012
51988	1210
59338	1636
59922	1210
60853	2810
47226	1650
53309	1616
58833	1208
51341	1208
51944	1210
51798	1208
46923	1052
61507	1210
58911	2810
48441	1236
49591	1226
51815	1078
13496	1358
49973	1638
46078	1355
14561	1229
47212	1216
48614	1012
46105	1639
61923	1261
702248	1216
58910	1056
54642	1616
61133	1013
46071	1358
43990	1017
49022	1359
49696	1229
53119	1057
50411	1216
51573	1208
55071	1210
44763	1216
51653	1208
62652	1226
58998	1216
44820	1649
50108	1359
50107	1358
50251	1261
51323	1261
47094	1860
50180	1075
48465	1118
702368	2808
14506	1216
54124	1606
61171	1606
48410	1839
50401	2811
60509	1095
57515	1229
51504	1210
51765	1210
48629	1819
46895	1012
46914	1052
51818	1012
51625	1208
58825	1606
48965	1208
