Student Number	Course Number
39644	1359
39644	1650
39644	1715
39644	1755
39644	1869
39644	1920
39644	1948
39683	1125
39683	1261
39683	1369
39683	1445
39683	1649
39683	1869
39683	1925
39683	1940
39691	1077
39691	1239
39691	1648
39691	1867
39691	1940
39691	1947
39691	2818
39707	1135
39707	1207
39707	1357
39707	1503
39707	1523
39707	1609
39707	1782
39707	1809
39707	2801
39710	1012
39710	1135
39710	1209
39710	1337
39710	1442
39710	1605
39710	1783
39710	1809
39710	2806
40129	1249
40129	1540
40129	1649
40129	1867
40129	1947
40129	2818
40163	1012
40163	1135
40163	1207
40163	1357
40163	1412
40163	1605
40163	1783
40163	1805
40163	2801
40175	1250
40175	1540
40175	1649
40175	1869
40175	1947
40175	2818
40177	1235
40177	1254
40177	1412
40177	1459
40177	1604
40177	1773
40177	1947
40177	2818
40177	2920
40219	1219
40219	1358
40219	1435
40219	1609
40219	1766
40219	1785
40219	1845
40219	1919
40221	1239
40221	1513
40221	1649
40221	1784
40221	1869
40221	1938
40221	2818
40320	1055
40320	1059
40320	1261
40320	1350
40320	1785
40320	1869
40320	1939
40320	2818
40321	1235
40321	1637
40321	1676
40321	1867
40321	1931
40321	1947
40321	2818
40321	4137
40323	1136
40323	1250
40323	1360
40323	1669
40323	1865
40323	1948
40323	2818
40331	1119
40331	1239
40331	1509
40331	1648
40331	1867
40331	1947
40331	2818
40434	1125
40434	1235
40434	1355
40434	1637
40434	1867
40434	1947
40434	2818
40434	2920
40484	1017
40484	1033
40484	1249
40484	1649
40484	1867
40484	2818
40517	1025
40517	1239
40517	1359
40517	1649
40517	1867
40517	1947
40517	2818
40527	1219
40527	1256
40527	1338
40527	1650
40527	1783
40527	1845
40527	1860
40527	1959
40527	2002
40536	1059
40536	1065
40536	1250
40536	1649
40536	1784
40536	1867
40536	1948
40536	2818
40561	1250
40561	1320
40561	1676
40561	1680
40561	1834
40561	1870
40561	1890
40561	2818
40566	1225
40566	1235
40566	1358
40566	1414
40566	1648
40566	1925
40566	1938
40566	2818
40567	1035
40567	1239
40567	1262
40567	1320
40567	1669
40567	1869
40567	1947
40567	2818
40585	1051
40585	1057
40585	1207
40585	1337
40585	1629
40585	1765
40585	1809
40585	1906
40585	2802
40594	1030
40594	1225
40594	1239
40594	1648
40594	1849
40594	1925
40594	2818
40651	1012
40651	1412
40651	1604
40651	1765
40651	1843
40651	1907
40651	1931
40651	2801
40651	2920
40651	2941
40651	2942
40665	1077
40665	1105
40665	1215
40665	1315
40665	1503
40665	1615
40665	1771
40665	1835
40665	1915
40688	1250
40688	1350
40688	1509
40688	1669
40688	1869
40688	1948
40688	2818
40711	1058
40711	1077
40711	1079
40711	1250
40711	1380
40711	1680
40711	1870
40711	1947
40711	2818
40753	1119
40753	1126
40753	1249
40753	1649
40753	1869
40753	2818
40753	1784A
40763	1105
40763	1235
40763	1515
40763	1535
40763	1624
40763	1947
40763	2818
40763	2920
40820	1135
40820	1207
40820	1357
40820	1503
40820	1605
40820	1783
40820	1843
40820	1907
40820	2803
40821	1249
40821	1367
40821	1414
40821	1660
40821	1867
40821	1939
40821	2818
40837	1249
40837	1540
40837	1649
40837	1715
40837	1867
40837	1947
40837	2818
40839	1126
40839	1249
40839	1540
40839	1680
40839	1947
40839	2818
40840	1126
40840	1250
40840	1256
40840	1319
40840	1669
40840	1845
40840	1948
40840	2818
40850	1126
40850	1261
40850	1540
40850	1680
40850	1715
40850	1947
40850	2818
40868	1239
40868	1250
40868	1350
40868	1660
40868	1766
40868	1869
40868	2818
40895	1249
40895	1360
40895	1509
40895	1660
40895	1867
40895	1947
40895	2818
40912	1077
40912	1079
40912	1249
40912	1680
40912	1829
40912	1948
40912	2818
40953	1117
40953	1119
40953	1126
40953	1239
40953	1669
40953	1869
40953	2818
40957	1125
40957	1235
40957	1637
40957	1867
40957	1925
40957	1936
40957	2818
40971	1249
40971	1540
40971	1649
40971	1869
40971	1947
40971	2818
40987	1239
40987	1337
40987	1648
40987	1849
40987	1937
40987	2818
40996	1239
40996	1459
40996	1637
40996	1785
40996	1849
40996	1867
40996	1925
40996	1931
40996	2818
41004	1235
41004	1433
41004	1524
41004	1624
41004	1782
41004	1915
41004	1925
41004	1947
41004	2818
41004	2920
41036	1040
41036	1239
41036	1624
41036	1676
41036	1771
41036	1834
41036	1947
41036	2818
41050	1017
41050	1239
41050	1649
41050	1867
41050	1938
41108	1250
41108	1262
41108	1270
41108	1669
41108	1829
41108	1869
41108	2818
41117	1058
41117	1059
41117	1077
41117	1079
41117	1126
41117	1249
41117	1359
41117	1669
41117	1865
41117	1948
41117	2818
41126	1249
41126	1427
41126	1648
41126	1715
41126	1867
41126	1947
41126	2818
41132	1249
41132	1360
41132	1508
41132	1669
41132	1869
41132	1948
41132	2818
41134	1126
41134	1239
41134	1649
41134	1869
41134	1947
41134	2818
41134	1784A
41204	1126
41204	1249
41204	1350
41204	1680
41204	1870
41204	1948
41204	2818
41206	1116
41206	1126
41206	1249
41206	1637
41206	1867
41206	1947
41206	2818
41280	1843
41280	2801
41280	2906
41280	2920
41280	2945
41280	2946
41280	2947
41280	2948
41280	2950
41313	1012
41313	1125
41313	1225
41313	1414
41313	1427
41313	1635
41313	1834
41313	1925
41393	1126
41393	1249
41393	1446
41393	1660
41393	1867
41393	1947
41393	2818
41428	1126
41428	1249
41428	1649
41428	1867
41428	1937
41428	1947
41428	2818
41434	1261
41434	1350
41434	1660
41434	1869
41434	1948
41434	2818
41482	1159
41482	1261
41482	1380
41482	1669
41482	1869
41482	1947
41482	2818
41489	1059
41489	1065
41489	1249
41489	1649
41489	1867
41489	1925
41489	2818
41500	1219
41500	1358
41500	1650
41500	1782
41500	1845
41500	1860
41500	1919
41500	1959
41506	1126
41506	1249
41506	1540
41506	1649
41506	1869
41506	1947
41506	2818
41510	1055
41510	1059
41510	1126
41510	1250
41510	1293
41510	1360
41510	1669
41510	1867
41510	1948
41510	2818
41529	1126
41529	1249
41529	1320
41529	1649
41529	1869
41529	1940
41529	1947
41529	2818
41551	1235
41551	1357
41551	1535
41551	1637
41551	1867
41551	1947
41551	2818
41551	2920
41563	1055
41563	1249
41563	1423
41563	1648
41563	1867
41563	1947
41563	2818
41580	1077
41580	1249
41580	1370
41580	1669
41580	1676
41580	1792
41580	1869
41580	2818
41584	1051
41584	1057
41584	1209
41584	1357
41584	1503
41584	1609
41584	1765
41584	1809
41584	1906
41584	2802
41595	1250
41595	1540
41595	1792
41595	1820
41595	1948
41595	2818
41599	1035
41599	1250
41599	1350
41599	1540
41599	1680
41599	1947
41599	2818
41601	1119
41601	1126
41601	1159
41601	1249
41601	1320
41601	1660
41601	2818
41607	1119
41607	1126
41607	1249
41607	1262
41607	1649
41607	1867
41607	1947
41607	2818
41608	1126
41608	1250
41608	1256
41608	1669
41608	1869
41608	1947
41608	2818
41610	1126
41610	1131
41610	1249
41610	1320
41610	1669
41610	1869
41610	1947
41610	2818
41611	1126
41611	1207
41611	1239
41611	1358
41611	1649
41611	1805
41611	1867
41611	1925
41611	2818
41611	1784A
41612	1249
41612	1360
41612	1676
41612	1680
41612	1890
41612	1947
41612	2818
41615	1035
41615	1239
41615	1423
41615	1637
41615	1648
41615	1792
41615	1849
41615	2818
41619	1078
41619	1249
41619	1359
41619	1669
41619	1867
41619	1948
41619	2818
41622	1239
41622	1648
41622	1867
41622	1937
41622	2818
41625	1126
41625	1250
41625	1669
41625	1869
41625	1947
41625	2818
41682	1126
41682	1159
41682	1239
41682	1648
41682	1867
41682	1947
41682	2818
41700	1119
41700	1126
41700	1249
41700	1669
41700	1869
41700	1947
41700	2818
41711	1126
41711	1239
41711	1669
41711	1869
41711	1947
41711	2818
41713	1077
41713	1078
41713	1250
41713	1669
41713	1870
41713	1948
41713	2818
41714	1035
41714	1239
41714	1423
41714	1637
41714	1835
41714	1867
41714	1947
41714	2818
41721	1126
41721	1249
41721	1359
41721	1669
41721	1869
41721	1937
41721	2818
41729	1239
41729	1445
41729	1540
41729	1680
41729	1867
41729	1947
41729	2818
41754	1126
41754	1250
41754	1350
41754	1535
41754	1670
41754	1690
41754	1890
41754	2818
41781	1219
41781	1262
41781	1357
41781	1650
41781	1785
41781	1845
41781	1860
41781	1919
41790	1020
41790	1126
41790	1250
41790	1269
41790	1320
41790	1649
41790	1867
41790	1948
41790	2818
41796	1126
41796	1249
41796	1504
41796	1648
41796	1867
41796	2818
41836	1032
41836	1088
41836	1089
41836	1249
41836	1370
41836	1648
41836	1867
41836	1947
41836	2818
41850	1225
41850	1249
41850	1368
41850	1648
41850	1867
41850	1947
41850	2818
41852	1250
41852	1262
41852	1637
41852	1648
41852	1867
41852	1947
41852	2818
41867	1105
41867	1215
41867	1265
41867	1783
41867	1816
41867	1834
41867	1915
41867	2920
41911	1077
41911	1239
41911	1370
41911	1540
41911	1649
41911	1787
41911	1835
41911	2002
41911	2818
41961	1117
41961	1119
41961	1126
41961	1249
41961	1637
41961	1867
41961	2818
41965	1030
41965	1239
41965	1340
41965	1649
41965	1867
41965	1937
41965	1947
41965	2818
41966	1117
41966	1235
41966	1624
41966	1792
41966	1849
41966	1947
41966	2818
41976	1125
41976	1249
41976	1648
41976	1867
41976	1937
41976	1947
41976	2818
42032	1135
42032	1209
42032	1317
42032	1609
42032	1676
42032	1772
42032	1805
42032	1907
42032	2806
42090	1126
42090	1256
42090	1261
42090	1270
42090	1370
42090	1680
42090	1869
42090	1948
42090	2818
42101	1031
42101	1051
42101	1135
42101	1207
42101	1355
42101	1605
42101	1783
42101	1805
42101	2803
42104	1126
42104	1249
42104	1256
42104	1669
42104	1869
42104	1947
42104	2818
42143	1013
42143	1219
42143	1358
42143	1650
42143	1773
42143	1845
42143	1860
42143	1919
42189	1012
42189	1135
42189	1209
42189	1317
42189	1435
42189	1609
42189	1783
42189	1809
42189	1931
42189	2802
42195	1126
42195	1261
42195	1269
42195	1270
42195	1669
42195	1867
42195	1939
42195	1947
42195	2818
42209	1012
42209	1135
42209	1207
42209	1357
42209	1412
42209	1605
42209	1783
42209	1805
42209	2803
42331	1055
42331	1056
42331	1261
42331	1359
42331	1650
42331	1869
42331	1920
42331	1940
42356	1250
42356	1359
42356	1660
42356	1829
42356	1869
42356	1947
42356	2818
42366	1017
42366	1225
42366	1359
42366	1443
42366	1649
42366	1849
42366	1920
42366	1947
42386	1055
42386	1077
42386	1239
42386	1649
42386	1867
42386	1947
42386	2818
42410	1031
42410	1051
42410	1207
42410	1337
42410	1605
42410	1765
42410	1809
42410	1906
42410	2802
42515	1225
42515	1503
42515	1515
42515	1535
42515	1635
42515	1834
42515	1925
42515	2903
42515	2920
42546	1077
42546	1207
42546	1245
42546	1367
42546	1609
42546	1765
42546	1809
42546	1907
42546	2803
42639	1209
42639	1256
42639	1357
42639	1629
42639	1765
42639	1809
42639	1936
42639	1959
42639	2803
42653	1126
42653	1249
42653	1669
42653	1869
42653	1947
42653	2818
42712	1249
42712	1535
42712	1649
42712	1686
42712	1869
42712	1947
42712	2818
42743	1126
42743	1239
42743	1649
42743	1867
42743	1937
42743	2818
42811	1119
42811	1159
42811	1249
42811	1660
42811	1867
42811	2818
42820	1239
42820	1535
42820	1582
42820	1649
42820	1947
42820	2818
42820	4137
42835	1055
42835	1059
42835	1125
42835	1225
42835	1359
42835	1637
42835	1782
42835	1849
42835	1920
42838	1055
42838	1057
42838	1058
42838	1256
42838	1261
42838	1339
42838	1648
42838	1920
42838	1948
42871	1125
42871	1225
42871	1358
42871	1635
42871	1792
42871	1834
42871	1925
42881	1066
42881	1247
42881	1250
42881	1648
42881	1715
42881	1869
42881	2818
42888	1025
42888	1239
42888	1359
42888	1649
42888	1676
42888	1867
42888	2818
42897	1225
42897	1412
42897	1459
42897	1535
42897	1637
42897	1835
42897	1925
42898	1225
42898	1335
42898	1635
42898	1676
42898	1834
42898	1925
42908	1239
42908	1317
42908	1509
42908	1648
42908	1792
42908	1947
42908	2818
42912	1126
42912	1249
42912	1269
42912	1270
42912	1669
42912	1680
42912	1869
42912	1947
42912	2818
42923	1119
42923	1126
42923	1249
42923	1624
42923	1867
42923	2818
42923	2920
42927	1035
42927	1250
42927	1320
42927	1380
42927	1680
42927	1787
42927	1890
42927	2818
42953	1077
42953	1225
42953	1359
42953	1649
42953	1860
42953	1920
42954	1126
42954	1239
42954	1649
42954	1867
42954	1947
42954	2818
42961	1030
42961	1126
42961	1249
42961	1350
42961	1669
42961	1867
42961	2818
42972	1088
42972	1089
42972	1261
42972	1339
42972	1670
42972	1785
42972	1869
42972	1920
42974	1017
42974	1088
42974	1105
42974	1225
42974	1359
42974	1637
42974	1849
42974	1920
42975	1065
42975	1250
42975	1293
42975	1648
42975	1834
42975	1948
42975	2818
42981	1013
42981	1025
42981	1136
42981	1225
42981	1635
42981	1835
42981	1925
42990	1116
42990	1249
42990	1649
42990	1869
42990	1938
42990	1947
42990	2818
42993	1031
42993	1066
42993	1225
42993	1357
42993	1635
42993	1766
42993	1834
42993	1925
42994	1225
42994	1412
42994	1459
42994	1535
42994	1635
42994	1805
42994	1834
42994	1925
42997	1055
42997	1059
42997	1250
42997	1680
42997	1869
42997	1947
42997	2818
42997	2871
42998	1225
42998	1339
42998	1649
42998	1715
42998	1755
42998	1849
42998	1906
42998	1925
42999	1136
42999	1225
42999	1339
42999	1423
42999	1427
42999	1649
42999	1849
42999	1925
42999	1938
43004	1211
43004	1213
43004	1367
43004	1515
43004	1606
43004	1613
43004	1805
43004	1915
43004	2900
43004	2920
43014	1239
43014	1648
43014	1947
43014	2818
43014	5512
43035	1125
43035	1225
43035	1359
43035	1649
43035	1792
43035	1849
43035	1925
43037	1088
43037	1249
43037	1427
43037	1635
43037	1867
43037	1947
43037	2818
43037	2920
43040	1125
43040	1259
43040	1261
43040	1339
43040	1649
43040	1869
43040	1920
43041	1249
43041	1540
43041	1637
43041	1867
43041	1947
43041	2818
43071	1117
43071	1125
43071	1225
43071	1359
43071	1637
43071	1766
43071	1849
43071	1925
43088	1239
43088	1540
43088	1680
43088	1869
43088	1948
43088	2818
43095	1125
43095	1235
43095	1413
43095	1524
43095	1648
43095	1947
43095	2818
43100	1225
43100	1339
43100	1637
43100	1715
43100	1755
43100	1792
43100	1849
43100	1920
43105	1250
43105	1261
43105	1380
43105	1680
43105	1890
43105	1948
43105	2818
43110	1017
43110	1125
43110	1261
43110	1358
43110	1649
43110	1860
43110	1925
43110	1940
43116	1249
43116	1669
43116	1869
43116	1948
43116	2818
43118	1225
43118	1359
43118	1524
43118	1637
43118	1849
43118	1925
43118	1784A
43119	1056
43119	1066
43119	1088
43119	1105
43119	1261
43119	1359
43119	1650
43119	1869
43119	1920
43123	1125
43123	1225
43123	1358
43123	1413
43123	1649
43123	1849
43123	1925
43123	1784A
43124	1125
43124	1261
43124	1359
43124	1508
43124	1650
43124	1860
43124	1920
43126	1017
43126	1055
43126	1059
43126	1126
43126	1239
43126	1680
43126	1869
43126	1948
43126	2818
43127	1261
43127	1359
43127	1650
43127	1676
43127	1755
43127	1869
43127	1920
43128	1117
43128	1125
43128	1259
43128	1261
43128	1286
43128	1358
43128	1637
43128	1849
43128	1920
43130	1033
43130	1261
43130	1359
43130	1459
43130	1637
43130	1849
43130	1925
43156	1125
43156	1225
43156	1359
43156	1649
43156	1849
43156	1925
43156	1938
43157	1013
43157	1105
43157	1125
43157	1225
43157	1524
43157	1637
43157	1849
43157	1925
43162	1250
43162	1350
43162	1370
43162	1648
43162	1867
43162	1947
43162	2818
43169	1077
43169	1261
43169	1319
43169	1650
43169	1785
43169	1829
43169	1860
43169	1925
43173	1225
43173	1412
43173	1635
43173	1782
43173	1834
43173	1925
43173	1931
43173	2903
43173	2920
43213	1125
43213	1261
43213	1358
43213	1629
43213	1782
43213	1809
43213	1925
43247	1239
43247	1259
43247	1504
43247	1648
43247	1834
43247	1925
43247	2818
43254	1031
43254	1207
43254	1357
43254	1412
43254	1605
43254	1765
43254	1805
43254	1906
43254	2806
43260	1059
43260	1065
43260	1239
43260	1247
43260	1787
43260	1867
43260	1947
43260	2818
43260	2871
43265	1040
43265	1105
43265	1250
43265	1350
43265	1669
43265	1792
43265	2818
43266	1033
43266	1035
43266	1239
43266	1649
43266	1869
43266	1931
43266	2818
43267	1126
43267	1225
43267	1235
43267	1357
43267	1637
43267	1845
43267	2818
43267	2920
43270	1035
43270	1249
43270	1459
43270	1509
43270	1649
43270	1867
43270	2818
43271	1250
43271	1350
43271	1540
43271	1680
43271	1947
43271	2818
43272	1013
43272	1125
43272	1249
43272	1648
43272	1867
43272	1947
43272	2818
43273	1030
43273	1055
43273	1249
43273	1540
43273	1648
43273	1947
43273	2818
43274	1239
43274	1293
43274	1648
43274	1784
43274	1834
43274	1947
43274	2818
43276	1249
43276	1649
43276	1772
43276	1867
43276	1937
43276	1947
43276	2818
43277	1249
43277	1320
43277	1459
43277	1649
43277	1869
43277	1947
43277	2818
43278	1249
43278	1509
43278	1549
43278	1649
43278	1867
43278	1947
43278	2818
43281	1030
43281	1116
43281	1239
43281	1669
43281	1829
43281	1835
43281	1869
43281	2818
43296	1020
43296	1261
43296	1262
43296	1459
43296	1509
43296	1669
43296	1867
43296	2818
43297	1126
43297	1249
43297	1446
43297	1648
43297	1867
43297	1947
43297	2818
43298	1239
43298	1358
43298	1648
43298	1766
43298	1867
43298	1947
43298	2818
43301	1017
43301	1126
43301	1249
43301	1649
43301	1867
43301	1947
43301	2818
43302	1116
43302	1239
43302	1624
43302	1867
43302	1931
43302	2818
43302	1784A
43303	1119
43303	1159
43303	1239
43303	1524
43303	1649
43303	1867
43303	2818
43304	1052
43304	1055
43304	1239
43304	1340
43304	1637
43304	1867
43304	1947
43304	2818
43304	2920
43309	1055
43309	1059
43309	1126
43309	1249
43309	1357
43309	1648
43309	1867
43309	1947
43309	2818
43310	1058
43310	1077
43310	1078
43310	1250
43310	1508
43310	1637
43310	1792
43310	1869
43310	1948
43310	2818
43313	1119
43313	1249
43313	1535
43313	1669
43313	1869
43313	2818
43320	1126
43320	1239
43320	1359
43320	1509
43320	1649
43320	1865
43320	1948
43320	2818
43323	1126
43323	1249
43323	1660
43323	1869
43323	2818
43323	1784A
43324	1116
43324	1117
43324	1222
43324	1239
43324	1249
43324	1433
43324	1937
43324	1938
43324	2818
43326	1013
43326	1249
43326	1669
43326	1869
43326	1947
43326	2818
43330	1066
43330	1239
43330	1360
43330	1649
43330	1829
43330	1947
43330	2818
43331	1066
43331	1249
43331	1360
43331	1649
43331	1834
43331	1869
43331	1947
43331	2002
43331	2818
43334	1088
43334	1126
43334	1249
43334	1540
43334	1649
43334	1867
43334	1948
43334	2818
43335	1077
43335	1078
43335	1250
43335	1360
43335	1680
43335	1870
43335	1947
43335	2818
43340	1088
43340	1250
43340	1319
43340	1414
43340	1649
43340	1867
43340	1948
43340	2818
43341	1126
43341	1250
43341	1350
43341	1680
43341	1820
43341	1939
43341	1940
43341	1948
43341	2818
43342	1066
43342	1250
43342	1340
43342	1669
43342	1766
43342	1869
43342	2818
43343	1126
43343	1250
43343	1370
43343	1669
43343	1869
43343	1948
43343	2818
43344	1239
43344	1293
43344	1320
43344	1680
43344	1787
43344	2818
43347	1013
43347	1239
43347	1540
43347	1648
43347	1867
43347	1948
43347	2818
43349	1033
43349	1065
43349	1249
43349	1508
43349	1649
43349	1869
43349	1947
43349	2818
43350	1055
43350	1249
43350	1669
43350	1869
43350	1940
43350	1947
43350	2818
43354	1126
43354	1131
43354	1249
43354	1669
43354	1869
43354	1947
43354	2818
43355	1126
43355	1249
43355	1259
43355	1660
43355	1867
43355	1947
43355	2818
43357	1126
43357	1250
43357	1340
43357	1509
43357	1649
43357	1869
43357	1947
43357	2818
43358	1249
43358	1330
43358	1669
43358	1869
43358	1947
43358	2818
43369	1126
43369	1249
43369	1669
43369	1860
43369	1947
43369	2818
43369	1784A
43370	1055
43370	1059
43370	1126
43370	1239
43370	1680
43370	1792
43370	1869
43370	1947
43370	2818
43371	1239
43371	1350
43371	1669
43371	1869
43371	1947
43371	2818
43372	1025
43372	1126
43372	1249
43372	1413
43372	1624
43372	1867
43372	1947
43372	2818
43373	1126
43373	1249
43373	1660
43373	1867
43373	1947
43373	2818
43375	1249
43375	1350
43375	1680
43375	1690
43375	1820
43375	1870
43375	1948
43375	2818
43376	1239
43376	1357
43376	1535
43376	1648
43376	1867
43376	1938
43376	2818
43380	1126
43380	1249
43380	1660
43380	1869
43380	1947
43380	2818
43381	1088
43381	1249
43381	1359
43381	1535
43381	1669
43381	1890
43381	1948
43381	2818
43393	1126
43393	1249
43393	1669
43393	1869
43393	1947
43393	2818
43395	1126
43395	1225
43395	1249
43395	1637
43395	1867
43395	1925
43395	2818
43396	1030
43396	1250
43396	1330
43396	1360
43396	1549
43396	1680
43396	1870
43396	1948
43396	2818
43398	1126
43398	1249
43398	1669
43398	1869
43398	1947
43398	2818
43404	1249
43404	1357
43404	1509
43404	1540
43404	1549
43404	1637
43404	1867
43404	2818
43406	1239
43406	1582
43406	1584
43406	1648
43406	1849
43406	1947
43406	2818
43406	2913
43406	2920
43408	1119
43408	1126
43408	1250
43408	1350
43408	1680
43408	1792
43408	1865
43408	1948
43408	2818
43409	1055
43409	1119
43409	1125
43409	1249
43409	1648
43409	1869
43409	1925
43409	1947
43409	2818
43411	1239
43411	1414
43411	1649
43411	1867
43411	1947
43411	2818
43413	1126
43413	1249
43413	1669
43413	1869
43413	1947
43413	2818
43418	1030
43418	1126
43418	1249
43418	1648
43418	1867
43418	1947
43418	2818
43420	1126
43420	1249
43420	1320
43420	1669
43420	1784
43420	1869
43420	2818
43422	1126
43422	1249
43422	1320
43422	1669
43422	1792
43422	1869
43422	2818
43424	1035
43424	1126
43424	1249
43424	1293
43424	1649
43424	1867
43424	1947
43424	2818
43432	1126
43432	1249
43432	1269
43432	1669
43432	1869
43432	1947
43432	1960
43432	2818
43434	1033
43434	1239
43434	1535
43434	1649
43434	1867
43434	1947
43434	2818
43434	2920
43435	1249
43435	1370
43435	1535
43435	1660
43435	1829
43435	1947
43435	2818
43437	1055
43437	1247
43437	1250
43437	1669
43437	1785
43437	1869
43437	2002
43437	2818
43439	1239
43439	1269
43439	1648
43439	1867
43439	1937
43439	1938
43439	2818
43442	1116
43442	1126
43442	1239
43442	1359
43442	1649
43442	1867
43442	1937
43442	1947
43442	2818
43445	1239
43445	1509
43445	1540
43445	1676
43445	1680
43445	1792
43445	1870
43445	2818
43448	1239
43448	1637
43448	1783
43448	1867
43448	1947
43448	2818
43449	1116
43449	1239
43449	1413
43449	1635
43449	1867
43449	1947
43449	2818
43453	1249
43453	1370
43453	1433
43453	1829
43453	1907
43453	1909
43453	2818
43454	1249
43454	1867
43454	1938
43454	1947
43454	2818
43454	2920
43454	2992
43466	1066
43466	1249
43466	1459
43466	1649
43466	1869
43466	1947
43466	2818
43467	1059
43467	1065
43467	1249
43467	1340
43467	1648
43467	1849
43467	1867
43467	1947
43467	2818
43468	1031
43468	1077
43468	1119
43468	1239
43468	1442
43468	1869
43468	2818
43469	1235
43469	1293
43469	1648
43469	1849
43469	1867
43469	2818
43470	1239
43470	1250
43470	1423
43470	1649
43470	1792
43470	1867
43470	1947
43470	2818
43472	1033
43472	1239
43472	1524
43472	1648
43472	1867
43472	1937
43472	2818
43474	1013
43474	1055
43474	1249
43474	1637
43474	1867
43474	1947
43474	2818
43475	1249
43475	1669
43475	1869
43475	1939
43475	1948
43475	2818
43476	1059
43476	1065
43476	1126
43476	1249
43476	1540
43476	1648
43476	1867
43476	1947
43476	2818
43553	1235
43553	1414
43553	1433
43553	1637
43553	1835
43553	1947
43553	2818
43555	1125
43555	1239
43555	1649
43555	1867
43555	2818
43558	1017
43558	1250
43558	1262
43558	1270
43558	1350
43558	1649
43558	1869
43558	1947
43558	2818
43559	1239
43559	1649
43559	1869
43559	1899
43559	1947
43559	2818
43560	1033
43560	1249
43560	1513
43560	1766
43560	1787
43560	2818
43563	1126
43563	1250
43563	1370
43563	1660
43563	1867
43563	1947
43563	2818
43564	1126
43564	1259
43564	1261
43564	1270
43564	1319
43564	1680
43564	1792
43564	1948
43564	2818
43565	1126
43565	1250
43565	1270
43565	1293
43565	1360
43565	1680
43565	1939
43565	1948
43565	2818
43570	1126
43570	1249
43570	1360
43570	1669
43570	1890
43570	1947
43570	2818
43577	1077
43577	1250
43577	1380
43577	1649
43577	1869
43577	1947
43577	2818
43609	1249
43609	1540
43609	1624
43609	1715
43609	1867
43609	1899
43609	2818
43617	1105
43617	1239
43617	1256
43617	1624
43617	1867
43617	1925
43617	1947
43617	2818
43626	1126
43626	1239
43626	1446
43626	1648
43626	1867
43626	1947
43626	2818
43646	1249
43646	1442
43646	1535
43646	1540
43646	1669
43646	1869
43646	1947
43646	2818
43686	1215
43686	1358
43686	1513
43686	1582
43686	1584
43686	1629
43686	1783
43686	1915
43714	1012
43714	1135
43714	1209
43714	1337
43714	1523
43714	1609
43714	1783
43714	1809
43714	2802
43726	1116
43726	1239
43726	1524
43726	1535
43726	1660
43726	1867
43726	2818
43752	1250
43752	1669
43752	1867
43752	1948
43752	2818
43752	1784A
43775	1105
43775	1211
43775	1213
43775	1613
43775	1766
43775	1843
43775	1915
43775	2907
43775	2920
43951	1225
43951	1649
43951	1785
43951	1829
43951	1869
43951	1920
43958	1077
43958	1078
43958	1215
43958	1358
43958	1615
43958	1829
43958	1919
43965	1249
43965	1445
43965	1540
43965	1660
43965	1869
43965	1947
43965	2818
43985	1051
43985	1135
43985	1207
43985	1355
43985	1605
43985	1772
43985	1843
43985	1907
43985	2808
43992	1051
43992	1135
43992	1209
43992	1357
43992	1435
43992	1609
43992	1783
43992	1809
43992	1907
43992	2807
44001	1088
44001	1239
44001	1319
44001	1414
44001	1442
44001	1637
44001	1867
44001	2818
44007	1239
44007	1357
44007	1412
44007	1648
44007	1867
44007	1947
44007	2818
44009	1032
44009	1061
44009	1215
44009	1358
44009	1615
44009	1785
44009	1834
44009	1915
44013	1077
44013	1135
44013	1201
44013	1231
44013	1513
44013	1605
44013	1783
44013	1805
44013	2807
44013	2920
44017	1051
44017	1057
44017	1207
44017	1245
44017	1367
44017	1605
44017	1765
44017	1809
44017	1906
44017	2808
44020	1235
44020	1427
44020	1433
44020	1624
44020	1834
44020	1947
44020	2818
44020	2920
44029	1201
44029	1231
44029	1523
44029	1605
44029	1765
44029	1805
44029	1906
44029	2804
44029	2904
44029	2920
44079	1051
44079	1052
44079	1057
44079	1209
44079	1355
44079	1605
44079	1765
44079	1809
44079	1906
44079	2803
44080	1056
44080	1061
44080	1219
44080	1358
44080	1615
44080	1766
44080	1782
44080	1845
44080	1915
44081	1012
44081	1135
44081	1207
44081	1317
44081	1605
44081	1782
44081	1809
44081	1936
44081	2806
44083	1125
44083	1225
44083	1359
44083	1414
44083	1649
44083	1849
44083	1920
44083	1940
44084	1051
44084	1057
44084	1135
44084	1207
44084	1357
44084	1605
44084	1782
44084	1805
44084	2802
44091	1239
44091	1250
44091	1648
44091	1867
44091	1948
44091	2818
44091	2871
44092	1051
44092	1207
44092	1245
44092	1337
44092	1609
44092	1765
44092	1805
44092	1907
44092	2804
44124	1125
44124	1225
44124	1427
44124	1604
44124	1834
44124	1925
44124	2920
44124	2945
44125	1105
44125	1215
44125	1355
44125	1435
44125	1615
44125	1835
44125	1915
44125	1784A
44144	1207
44144	1337
44144	1412
44144	1442
44144	1605
44144	1765
44144	1843
44144	1906
44144	2803
44145	1087
44145	1135
44145	1209
44145	1337
44145	1503
44145	1609
44145	1783
44145	1809
44145	2808
44146	1135
44146	1207
44146	1337
44146	1435
44146	1782
44146	1815
44146	1936
44146	2803
44163	1126
44163	1250
44163	1350
44163	1540
44163	1680
44163	1860
44163	1939
44163	2818
44167	1201
44167	1231
44167	1355
44167	1523
44167	1605
