Student Number	Course Number
44167	1765
44167	1843
44167	1906
44167	2801
44175	1225
44175	1319
44175	1650
44175	1829
44175	1860
44175	1920
44178	1017
44178	1261
44178	1339
44178	1635
44178	1849
44178	1920
44178	1931
44192	1225
44192	1357
44192	1535
44192	1615
44192	1635
44192	1843
44192	1925
44200	1065
44200	1225
44200	1508
44200	1637
44200	1845
44200	1925
44216	1245
44216	1412
44216	1604
44216	1765
44216	1843
44216	1906
44216	2801
44216	2920
44216	2941
44216	2942
44239	1017
44239	1077
44239	1225
44239	1503
44239	1635
44239	1849
44239	1925
44253	1126
44253	1249
44253	1649
44253	1867
44253	1937
44253	2818
44269	1225
44269	1353
44269	1427
44269	1615
44269	1635
44269	1849
44269	1925
44270	1125
44270	1225
44270	1358
44270	1637
44270	1766
44270	1835
44270	1925
44270	1940
44271	1125
44271	1225
44271	1357
44271	1635
44271	1755
44271	1766
44271	1925
44271	1947
44275	1225
44275	1357
44275	1508
44275	1635
44275	1834
44275	1906
44275	1925
44275	2920
44278	1225
44278	1353
44278	1635
44278	1792
44278	1849
44278	1925
44283	1035
44283	1225
44283	1637
44283	1849
44283	1925
44283	1938
44283	2920
44283	2992
44286	1061
44286	1225
44286	1427
44286	1635
44286	1785
44286	1834
44286	1925
44286	2920
44286	2992
44287	1225
44287	1358
44287	1555
44287	1637
44287	1845
44287	1925
44292	1031
44292	1125
44292	1225
44292	1358
44292	1649
44292	1849
44292	1925
44292	1784A
44306	1105
44306	1515
44306	1604
44306	1845
44306	1925
44306	2904
44306	2920
44313	1077
44313	1250
44313	1540
44313	1649
44313	1869
44313	1940
44313	2818
44327	1125
44327	1225
44327	1368
44327	1637
44327	1849
44327	1925
44327	1784A
44329	1125
44329	1225
44329	1359
44329	1649
44329	1860
44329	1920
44331	1125
44331	1261
44331	1443
44331	1637
44331	1785
44331	1849
44331	1925
44338	1125
44338	1225
44338	1359
44338	1649
44338	1849
44338	1925
44339	1013
44339	1261
44339	1359
44339	1650
44339	1849
44339	1920
44339	1940
44341	1125
44341	1204
44341	1235
44341	1535
44341	1906
44341	1931
44341	1947
44341	2818
44341	2920
44342	1225
44342	1355
44342	1422
44342	1442
44342	1635
44342	1835
44342	1925
44343	1025
44343	1225
44343	1319
44343	1352
44343	1637
44343	1792
44343	1849
44343	1925
44343	1959
44344	1013
44344	1771
44344	1782
44344	1834
44344	2906
44344	2920
44344	2946
44344	2947
44344	2948
44344	2950
44345	1030
44345	1031
44345	1077
44345	1250
44345	1320
44345	1792
44345	1869
44345	2818
44396	1125
44396	1256
44396	1261
44396	1359
44396	1649
44396	1792
44396	1849
44396	1925
44398	1032
44398	1261
44398	1359
44398	1637
44398	1755
44398	1849
44398	1925
44399	1055
44399	1059
44399	1259
44399	1261
44399	1358
44399	1649
44399	1860
44399	1920
44399	1938
44400	1031
44400	1088
44400	1261
44400	1285
44400	1650
44400	1869
44400	1920
44401	1012
44401	1032
44401	1225
44401	1555
44401	1635
44401	1845
44401	1925
44403	1225
44403	1355
44403	1524
44403	1635
44403	1845
44403	1925
44403	2920
44404	1059
44404	1065
44404	1105
44404	1225
44404	1318
44404	1650
44404	1860
44404	1920
44406	1117
44406	1155
44406	1261
44406	1369
44406	1637
44406	1845
44406	1869
44406	1925
44407	1017
44407	1125
44407	1261
44407	1369
44407	1629
44407	1860
44407	1920
44408	1077
44408	1078
44408	1261
44408	1359
44408	1650
44408	1792
44408	1869
44408	1920
44409	1055
44409	1056
44409	1259
44409	1261
44409	1339
44409	1650
44409	1792
44409	1860
44409	1920
44411	1035
44411	1225
44411	1357
44411	1637
44411	1792
44411	1849
44411	1925
44412	1125
44412	1159
44412	1225
44412	1412
44412	1427
44412	1637
44412	1834
44412	1925
44413	1035
44413	1261
44413	1423
44413	1637
44413	1849
44413	1920
44413	1940
44414	1125
44414	1261
44414	1339
44414	1650
44414	1792
44414	1849
44414	1925
44417	1225
44417	1285
44417	1338
44417	1635
44417	1849
44417	1925
44417	1938
44419	1125
44419	1259
44419	1261
44419	1270
44419	1359
44419	1650
44419	1849
44419	1920
44420	1225
44420	1414
44420	1433
44420	1637
44420	1766
44420	1849
44420	1925
44422	1125
44422	1225
44422	1359
44422	1413
44422	1513
44422	1637
44422	1849
44422	1925
44423	1025
44423	1077
44423	1105
44423	1225
44423	1357
44423	1635
44423	1849
44423	1925
44425	1058
44425	1077
44425	1079
44425	1261
44425	1359
44425	1669
44425	1785
44425	1869
44425	1920
44427	1061
44427	1225
44427	1357
44427	1414
44427	1635
44427	1792
44427	1835
44427	1925
44428	1225
44428	1357
44428	1433
44428	1444
44428	1635
44428	1849
44428	1925
44430	1125
44430	1222
44430	1225
44430	1338
44430	1635
44430	1849
44430	1925
44430	1784A
44431	1013
44431	1033
44431	1035
44431	1225
44431	1637
44431	1834
44431	1925
44432	1225
44432	1515
44432	1535
44432	1635
44432	1835
44432	1925
44432	2903
44432	2920
44432	2992
44433	1125
44433	1225
44433	1359
44433	1637
44433	1715
44433	1755
44433	1925
44433	1938
44435	1055
44435	1059
44435	1261
44435	1369
44435	1637
44435	1849
44435	1920
44436	1105
44436	1225
44436	1369
44436	1637
44436	1834
44436	1925
44437	1155
44437	1165
44437	1215
44437	1339
44437	1637
44437	1792
44437	1849
44437	1925
44439	1261
44439	1359
44439	1649
44439	1755
44439	1860
44439	1925
44439	1938
44440	1117
44440	1261
44440	1359
44440	1637
44440	1849
44440	1920
44440	1938
44442	1017
44442	1033
44442	1225
44442	1637
44442	1849
44442	1925
44442	1931
44445	1125
44445	1225
44445	1358
44445	1649
44445	1860
44445	1925
44445	1940
44446	1025
44446	1225
44446	1293
44446	1637
44446	1849
44446	1925
44446	1784A
44447	1225
44447	1535
44447	1637
44447	1792
44447	1849
44447	1925
44447	1931
44450	1125
44450	1254
44450	1261
44450	1359
44450	1427
44450	1670
44450	1869
44450	1920
44451	1017
44451	1261
44451	1369
44451	1637
44451	1782
44451	1849
44451	1925
44454	1035
44454	1225
44454	1319
44454	1649
44454	1849
44454	1925
44454	1940
44456	1025
44456	1125
44456	1225
44456	1637
44456	1792
44456	1843
44456	1925
44457	1225
44457	1584
44457	1649
44457	1792
44457	1849
44457	1925
44458	1017
44458	1105
44458	1225
44458	1637
44458	1676
44458	1835
44458	1925
44460	1117
44460	1159
44460	1250
44460	1369
44460	1649
44460	1792
44460	1860
44460	1920
44461	1225
44461	1317
44461	1443
44461	1635
44461	1849
44461	1925
44462	1031
44462	1061
44462	1783
44462	2920
44462	2945
44462	2946
44462	2947
44462	2948
44462	2950
44463	1017
44463	1055
44463	1125
44463	1261
44463	1359
44463	1669
44463	1860
44463	1920
44467	1013
44467	1225
44467	1337
44467	1648
44467	1849
44467	1925
44467	1947
44468	1105
44468	1225
44468	1515
44468	1635
44468	1792
44468	1834
44468	1925
44468	2920
44472	1125
44472	1225
44472	1359
44472	1669
44472	1792
44472	1869
44472	1925
44474	1125
44474	1225
44474	1359
44474	1637
44474	1860
44474	1925
44474	1940
44476	1088
44476	1125
44476	1225
44476	1339
44476	1649
44476	1849
44476	1925
44477	1025
44477	1225
44477	1265
44477	1649
44477	1792
44477	1849
44477	1925
44480	1077
44480	1225
44480	1524
44480	1637
44480	1792
44480	1849
44480	1925
44481	1225
44481	1355
44481	1635
44481	1834
44481	1925
44481	1931
44481	1947
44482	1031
44482	1225
44482	1259
44482	1262
44482	1357
44482	1635
44482	1849
44482	1925
44483	1155
44483	1225
44483	1523
44483	1648
44483	1784
44483	1849
44483	1925
44486	1055
44486	1125
44486	1225
44486	1339
44486	1649
44486	1676
44486	1849
44486	1925
44488	1125
44488	1261
44488	1359
44488	1649
44488	1755
44488	1787
44488	1849
44488	1925
44489	1125
44489	1225
44489	1359
44489	1637
44489	1849
44489	1925
44489	1940
44490	1105
44490	1125
44490	1225
44490	1357
44490	1648
44490	1849
44490	1925
44491	1225
44491	1359
44491	1367
44491	1650
44491	1715
44491	1755
44491	1860
44491	1925
44493	1077
44493	1225
44493	1357
44493	1508
44493	1637
44493	1849
44493	1925
44494	1025
44494	1125
44494	1155
44494	1225
44494	1359
44494	1637
44494	1849
44494	1925
44496	1012
44496	1225
44496	1357
44496	1615
44496	1635
44496	1845
44496	1925
44497	1125
44497	1225
44497	1293
44497	1359
44497	1637
44497	1849
44497	1925
44498	1225
44498	1524
44498	1584
44498	1635
44498	1773
44498	1834
44498	1925
44498	2920
44500	1012
44500	1225
44500	1359
44500	1650
44500	1782
44500	1869
44500	1920
44500	1938
44502	1059
44502	1065
44502	1077
44502	1078
44502	1261
44502	1319
44502	1669
44502	1860
44502	1925
44503	1125
44503	1159
44503	1225
44503	1355
44503	1635
44503	1845
44503	1925
44504	1056
44504	1066
44504	1261
44504	1319
44504	1649
44504	1782
44504	1865
44504	1869
44504	1920
44505	1055
44505	1056
44505	1105
44505	1225
44505	1339
44505	1649
44505	1849
44505	1920
44506	1035
44506	1136
44506	1225
44506	1427
44506	1615
44506	1835
44506	1925
44506	2920
44506	2992
44507	1105
44507	1125
44507	1207
44507	1225
44507	1358
44507	1637
44507	1845
44507	1925
44509	1225
44509	1319
44509	1629
44509	1766
44509	1787
44509	1860
44509	1925
44513	1077
44513	1225
44513	1355
44513	1649
44513	1792
44513	1849
44513	1925
44513	1960
44515	1025
44515	1261
44515	1359
44515	1649
44515	1849
44515	1920
44516	1025
44516	1125
44516	1225
44516	1357
44516	1635
44516	1755
44516	1792
44516	1834
44516	1925
44518	1225
44518	1445
44518	1459
44518	1635
44518	1849
44518	1925
44518	1938
44519	1055
44519	1059
44519	1125
44519	1225
44519	1318
44519	1649
44519	1792
44519	1849
44519	1925
44521	1125
44521	1225
44521	1265
44521	1582
44521	1635
44521	1845
44521	1925
44521	1784A
44522	1136
44522	1225
44522	1357
44522	1635
44522	1834
44522	1849
44522	1925
44522	1931
44524	1035
44524	1225
44524	1358
44524	1414
44524	1637
44524	1849
44524	1925
44524	1784A
44525	1225
44525	1359
44525	1650
44525	1787
44525	1869
44525	1920
44526	1017
44526	1077
44526	1261
44526	1338
44526	1637
44526	1845
44526	1925
44526	2915
44526	2920
44527	1125
44527	1225
44527	1339
44527	1637
44527	1792
44527	1834
44527	1925
44528	1125
44528	1256
44528	1261
44528	1270
44528	1369
44528	1670
44528	1869
44528	1920
44528	1940
44529	1125
44529	1256
44529	1261
44529	1359
44529	1650
44529	1860
44529	1925
44530	1225
44530	1359
44530	1535
44530	1549
44530	1649
44530	1869
44530	1925
44531	1055
44531	1059
44531	1256
44531	1261
44531	1368
44531	1669
44531	1869
44531	1920
44542	1225
44542	1606
44542	1613
44542	1635
44542	1834
44542	1925
44547	1055
44547	1125
44547	1225
44547	1359
44547	1649
44547	1849
44547	1920
44560	1066
44560	1247
44560	1261
44560	1339
44560	1648
44560	1773
44560	1849
44560	1920
44565	1051
44565	1209
44565	1355
44565	1412
44565	1609
44565	1765
44565	1809
44565	1907
44565	2807
44569	1105
44569	1219
44569	1338
44569	1435
44569	1629
44569	1783
44569	1829
44569	1919
44576	1088
44576	1089
44576	1261
44576	1319
44576	1669
44576	1785
44576	1869
44576	1925
44577	1013
44577	1105
44577	1215
44577	1358
44577	1629
44577	1785
44577	1834
44577	1915
44585	1225
44585	1412
44585	1515
44585	1555
44585	1635
44585	1845
44585	1925
44589	1051
44589	1135
44589	1207
44589	1357
44589	1412
44589	1609
44589	1772
44589	1809
44589	2807
44593	1017
44593	1261
44593	1359
44593	1670
44593	1766
44593	1784
44593	1869
44593	1925
44597	1225
44597	1357
44597	1535
44597	1637
44597	1755
44597	1849
44597	1925
44598	1125
44598	1250
44598	1359
44598	1670
44598	1755
44598	1869
44598	1920
44598	1940
44603	1088
44603	1089
44603	1105
44603	1261
44603	1359
44603	1669
44603	1766
44603	1869
44603	1920
44618	1225
44618	1635
44618	1715
44618	1755
44618	1785
44618	1834
44618	1925
44623	1135
44623	1207
44623	1337
44623	1412
44623	1605
44623	1765
44623	1805
44623	1906
44623	2803
44626	1105
44626	1219
44626	1259
44626	1358
44626	1629
44626	1860
44626	1919
44628	1215
44628	1358
44628	1615
44628	1783
44628	1805
44628	1816
44628	1915
44630	1077
44630	1105
44630	1215
44630	1357
44630	1615
44630	1834
44630	1919
44630	1784A
44636	1125
44636	1225
44636	1256
44636	1359
44636	1649
44636	1755
44636	1860
44636	1925
44636	1940
44638	1055
44638	1056
44638	1261
44638	1269
44638	1359
44638	1650
44638	1860
44638	1920
44639	1125
44639	1225
44639	1335
44639	1508
44639	1635
44639	1782
44639	1834
44639	1925
44642	1077
44642	1078
44642	1261
44642	1358
44642	1637
44642	1849
44642	1920
44647	1017
44647	1033
44647	1088
44647	1225
44647	1635
44647	1792
44647	1835
44647	1925
44661	1061
44661	1211
44661	1213
44661	1606
44661	1613
44661	1782
44661	1805
44661	1915
44661	2902
44661	2920
44670	1077
44670	1250
44670	1330
44670	1680
44670	1784
44670	1820
44670	1870
44670	1948
44670	2818
44674	1215
44674	1515
44674	1782
44674	1816
44674	1843
44674	1915
44674	2920
44677	1031
44677	1135
44677	1207
44677	1523
44677	1604
44677	1782
44677	1843
44677	2804
44677	2920
44680	1249
44680	1357
44680	1509
44680	1540
44680	1649
44680	1867
44680	1947
44680	2818
44681	1105
44681	1126
44681	1225
44681	1235
44681	1427
44681	1624
44681	1766
44681	1925
44681	1937
44681	2818
44692	1125
44692	1256
44692	1261
44692	1359
44692	1670
44692	1869
44692	1920
44734	1012
44734	1105
44734	1209
44734	1357
44734	1609
44734	1783
44734	1809
44734	1906
44734	2808
44742	1088
44742	1225
44742	1339
44742	1649
44742	1787
44742	1849
44742	1869
44742	1925
44771	1135
44771	1209
44771	1357
44771	1503
44771	1629
44771	1765
44771	1809
44771	1906
44771	2808
44808	1250
44808	1319
44808	1669
44808	1865
44808	1948
44808	2818
44814	1207
44814	1357
44814	1435
44814	1523
44814	1605
44814	1765
44814	1805
44814	1906
44814	2807
44823	1135
44823	1207
44823	1357
44823	1422
44823	1605
44823	1782
44823	1805
44823	1906
44823	2807
44825	1057
44825	1061
44825	1219
44825	1338
44825	1629
44825	1845
44825	1860
44825	1959
44829	1119
44829	1126
44829	1239
44829	1359
44829	1660
44829	1869
44829	2818
44853	1135
44853	1207
44853	1317
44853	1503
44853	1523
44853	1605
44853	1782
44853	1809
44853	2807
44856	1012
44856	1209
44856	1357
44856	1503
44856	1605
44856	1765
44856	1809
44856	1936
44856	2806
44861	1055
44861	1056
44861	1261
44861	1357
44861	1637
44861	1715
44861	1766
44861	1849
44861	1920
44861	1940
44866	1059
44866	1066
44866	1105
44866	1125
44866	1261
44866	1359
44866	1649
44866	1849
44866	1925
44867	1155
44867	1261
44867	1319
44867	1650
44867	1690
44867	1715
44867	1784
44867	1869
44867	1920
44883	1125
44883	1165
44883	1225
44883	1339
44883	1535
44883	1637
44883	1834
44883	1925
44901	1030
44901	1077
44901	1239
44901	1523
44901	1649
44901	1869
44901	1940
44901	2818
44907	1135
44907	1225
44907	1606
44907	1613
44907	1772
44907	1925
44907	2920
44907	2945
44919	1215
44919	1239
44919	1247
44919	1613
44919	1783
44919	1834
44919	1907
44919	1915
44936	1225
44936	1413
44936	1637
44936	1783
44936	1834
44936	1925
44936	1938
44941	1061
44941	1125
44941	1225
44941	1444
44941	1635
44941	1785
44941	1835
44941	1925
44944	1225
44944	1357
44944	1637
44944	1784
44944	1845
44944	1925
44944	1947
44957	1125
44957	1225
44957	1359
44957	1649
44957	1849
44957	1925
44957	1784A
44970	1225
44970	1293
44970	1635
44970	1792
44970	1849
44970	1925
44976	1225
44976	1256
44976	1649
44976	1771
44976	1869
44976	1920
44976	4137
44977	1225
44977	1635
44977	1835
44977	1925
44977	1931
44977	1937
44977	1784A
44982	1125
44982	1225
44982	1357
44982	1615
44982	1635
44982	1835
44982	1925
44982	1784A
45001	1225
45001	1413
45001	1637
45001	1784
45001	1849
45001	1925
45009	1055
45009	1159
45009	1261
45009	1285
45009	1358
45009	1629
45009	1860
45009	1920
45016	1051
45016	1057
45016	1207
45016	1245
45016	1357
45016	1422
45016	1605
45016	1782
45016	1805
45016	2808
45019	1204
45019	1235
45019	1355
45019	1509
45019	1606
45019	1805
45019	2818
45019	2920
45019	2992
45025	1239
45025	1293
45025	1339
45025	1660
45025	1869
45025	1947
45025	2818
45032	1225
45032	1357
45032	1635
45032	1783
45032	1834
45032	1925
45032	4137
45057	1055
45057	1088
45057	1261
45057	1359
45057	1649
45057	1785
45057	1860
45057	1925
45059	1433
45059	1686
45059	1937
45059	2920
45059	4137
45059	5512
45071	1105
45071	1215
45071	1358
45071	1629
45071	1834
45071	1919
45071	1931
45071	1936
45075	1012
45075	1105
45075	1207
45075	1367
45075	1605
45075	1765
45075	1809
45075	1906
45075	1931
45075	2803
45106	1059
45106	1066
45106	1250
45106	1359
45106	1649
45106	1783
45106	1869
45106	1948
45106	2818
45108	1035
45108	1225
45108	1285
45108	1357
45108	1637
45108	1845
45108	1860
45108	1925
45134	1225
45134	1235
45134	1624
45134	1648
45134	1845
45134	1938
45134	1947
45134	2818
45143	1105
45143	1225
45143	1358
45143	1637
45143	1835
45143	1925
45143	1931
45152	1051
45152	1207
45152	1245
45152	1355
45152	1604
45152	1765
45152	1805
45152	1906
45152	2808
45153	1105
45153	1219
45153	1293
45153	1358
45153	1650
45153	1686
45153	1783
45153	1860
45153	1919
45168	1031
45168	1135
45168	1604
45168	1782
45168	1843
45168	2804
45168	2910
45168	2920
45168	2941
45168	2942
45168	2973
45171	1211
45171	1213
45171	1412
45171	1606
45171	1613
45171	1765
45171	1843
45171	2920
45172	1025
45172	1215
45172	1285
45172	1357
45172	1606
45172	1613
45172	1782
45172	1834
45172	1915
45227	1209
45227	1269
45227	1317
45227	1523
45227	1605
45227	1765
45227	1809
45227	1936
45227	2803
45228	1051
45228	1057
45228	1207
45228	1245
45228	1337
45228	1605
45228	1765
45228	1809
45228	1907
45228	2807
45256	1031
45256	1207
45256	1355
45256	1435
45256	1605
45256	1765
45256	1843
45256	1906
45256	2804
45257	1088
45257	1219
45257	1259
45257	1358
45257	1650
45257	1785
45257	1860
45257	1959
45257	4845
45261	1012
45261	1105
45261	1211
45261	1213
45261	1355
45261	1615
45261	1782
45261	1805
45261	1915
45266	1051
45266	1135
45266	1207
45266	1337
45266	1422
45266	1605
45266	1772
45266	1805
45266	2803
45343	1051
45343	2803
45343	2920
45343	2946
45343	2947
45343	2948
45343	2950
45393	1207
45393	1245
45393	1412
45393	1604
45393	1765
45393	1843
45393	1906
45393	2802
45393	2914
45393	2920
45394	1105
45394	1209
45394	1256
45394	1259
45394	1265
45394	1355
45394	1782
45394	1816
45403	1012
45403	1051
45403	1057
45403	1209
45403	1367
45403	1605
45403	1765
45403	1809
45403	1906
45403	2807
45411	1105
45411	1215
45411	1358
45411	1444
45411	1615
45411	1785
45411	1805
45411	1915
45413	1012
45413	1051
45413	1135
45413	1209
45413	1357
45413	1609
45413	1782
45413	1809
45413	1907
45413	2802
45455	1159
45455	1239
45455	1358
45455	1442
45455	1648
45455	1867
45455	1947
45455	2818
45466	1105
45466	1225
45466	1262
45466	1442
45466	1648
45466	1849
45466	1925
45474	1105
45474	1211
45474	1213
45474	1615
45474	1782
45474	1805
45474	1915
45474	2920
45481	1031
45481	1225
45481	1413
45481	1624
45481	1792
45481	1834
45481	1925
45481	2903
45481	2920
45482	1035
45482	1225
45482	1235
45482	1624
45482	1834
45482	1925
45482	2818
45499	1077
45499	1209
45499	1269
45499	1355
45499	1629
45499	1783
45499	1809
45499	1959
45499	2802
45499	4135
45502	1135
45502	1209
45502	1357
45502	1435
45502	1609
45502	1783
45502	1809
45502	1906
45502	2808
45508	1013
45508	1219
45508	1358
45508	1650
45508	1785
45508	1845
45508	1860
45508	1960
45510	1013
45510	1105
45510	1219
45510	1358
45510	1670
45510	1783
45510	1860
45510	1919
45511	1031
45511	1061
45511	1215
45511	1358
45511	1615
45511	1785
45511	1834
45511	1915
45516	1025
45516	1105
45516	1219
45516	1262
45516	1318
45516	1629
45516	1785
45516	1860
45516	1919
45523	1105
45523	1215
45523	1317
45523	1783
45523	1805
45523	1816
45523	1915
45524	1012
45524	1215
45524	1357
45524	1523
45524	1613
45524	1784
45524	1834
45524	1915
45528	1012
45528	1135
45528	1207
45528	1367
45528	1523
45528	1605
45528	1783
45528	1809
45528	2806
45529	1051
45529	1135
45529	1207
45529	1355
45529	1412
45529	1605
45529	1782
45529	1805
45529	2807
45539	1017
45539	1077
45539	1225
45539	1319
45539	1637
45539	1786
45539	1849
45539	1867
45539	1925
45542	1052
45542	1201
45542	1222
45542	1231
45542	1435
45542	1605
45542	1765
45542	1843
45542	1906
45542	1909
45542	2802
45572	1012
45572	1135
45572	1207
45572	1355
45572	1435
45572	1605
45572	1782
45572	1809
45572	2804
45576	1106
45576	1219
45576	1338
45576	1422
45576	1629
45576	1766
45576	1860
45576	1919
45576	4845
45577	1056
45577	1061
45577	1219
45577	1293
45577	1338
45577	1629
45577	1860
45577	1919
45582	1031
45582	1061
45582	1215
45582	1368
45582	1613
45582	1784
45582	1834
45582	1915
45583	1215
45583	1259
45583	1357
45583	1783
45583	1805
45583	1816
45583	1915
45583	4845
45611	1207
45611	1337
45611	1367
45611	1412
45611	1605
45611	1765
45611	1809
45611	1906
45611	2804
45617	1061
45617	1105
45617	1219
45617	1318
45617	1629
45617	1782
45617	1845
45617	1919
45618	1215
45618	1338
45618	1805
45618	1816
45618	1845
45618	1915
45618	1784A
45619	1031
45619	1225
45619	1433
45619	1635
45619	1849
45619	1925
45620	1211
45620	1213
45620	1413
45620	1606
45620	1613
45620	1805
45620	1915
45620	2905
45620	2920
45624	1061
45624	1105
45624	1219
45624	1338
45624	1629
45624	1783
45624	1845
45624	1915
45629	1135
45629	1207
45629	1367
45629	1412
45629	1523
45629	1782
45629	1815
45629	2807
45633	1012
45633	1135
45633	1207
45633	1337
45633	1412
45633	1609
45633	1782
45633	1805
45633	2801
45638	1051
45638	1077
45638	1135
45638	1207
45638	1355
45638	1609
45638	1765
45638	1805
45638	2804
45641	1032
45641	1055
45641	1225
45641	1355
45641	1635
45641	1792
45641	1835
45641	1925
45644	1207
45644	1335
45644	1503
45644	1604
45644	1765
45644	1843
45644	1907
45644	2801
45644	2903
45644	2920
45666	1239
45666	1293
45666	1339
45666	1648
45666	1649
45666	1867
45666	1869
45666	1937
45666	2818
45668	1119
45668	1159
45668	1239
45668	1414
45668	1509
45668	1660
45668	1867
45668	2818
45670	1012
45670	1135
45670	1207
45670	1355
45670	1523
45670	1815
45670	1931
45670	2806
45671	1013
45671	1105
45671	1213
45671	1358
45671	1615
45671	1784
45671	1845
45671	1915
45673	1061
45673	1213
45673	1215
45673	1317
45673	1615
45673	1805
45673	1915
45676	1051
45676	1207
45676	1355
45676	1435
45676	1605
45676	1765
45676	1843
45676	1906
45676	2808
45677	1051
45677	1207
45677	1337
45677	1605
45677	1765
45677	1805
45677	1906
45677	2802
45678	1012
45678	1031
45678	1201
45678	1231
45678	1355
45678	1605
45678	1765
45678	1843
45678	1906
45678	2806
45679	1012
45679	1207
45679	1355
45679	1422
45679	1605
45679	1765
45679	1843
45679	1931
45679	1936
45679	2803
45680	1012
45680	1211
45680	1213
45680	1413
45680	1615
45680	1805
45680	1915
45680	2920
45683	1013
45683	1105
45683	1219
45683	1358
45683	1629
45683	1845
45683	1919
45684	1025
45684	1088
45684	1219
45684	1357
45684	1615
45684	1766
45684	1784
45684	1915
45685	1025
45685	1215
45685	1358
45685	1422
45685	1609
45685	1783
45685	1829
45685	1915
45687	1032
45687	1105
45687	1215
45687	1358
45687	1615
45687	1834
45687	1915
45687	1784A
45688	1219
45688	1358
45688	1650
45688	1766
45688	1784
45688	1860
45688	1919
45690	1013
45690	1105
45690	1219
45690	1358
45690	1650
45690	1783
45690	1860
45690	1915
45693	1061
45693	1215
45693	1358
45693	1615
45693	1785
45693	1834
45693	1915
45694	1012
45694	1215
45694	1358
45694	1615
45694	1772
45694	1845
45694	1915
45695	1012
45695	1215
45695	1524
45695	1613
45695	1783
45695	1805
45695	1915
45695	2920
45696	1057
45696	1061
45696	1219
45696	1358
45696	1629
45696	1845
45696	1860
45696	1919
45696	1959
45697	1031
45697	1211
45697	1213
45697	1515
45697	1615
45697	1783
45697	1915
45697	2920
45698	1061
45698	1215
45698	1358
45698	1524
45698	1615
45698	1783
45698	1805
45698	1915
45699	1077
45699	1219
45699	1358
45699	1629
45699	1766
45699	1782
45699	1845
45699	1919
45700	1013
45700	1105
45700	1219
45700	1358
45700	1650
45700	1766
45700	1773
45700	1860
45700	1919
45702	1012
45702	1215
45702	1285
45702	1358
45702	1615
45702	1785
45702	1845
45702	1915
45703	1057
45703	1061
45703	1215
45703	1357
45703	1524
45703	1615
45703	1834
45703	1915
45703	1784A
45704	1061
45704	1219
45704	1357
45704	1615
45704	1785
45704	1829
45704	1845
45704	1909
45704	1919
45705	1013
45705	1088
45705	1219
45705	1247
45705	1318
45705	1650
45705	1860
45705	1940
45705	4845
45707	1077
45707	1219
45707	1368
45707	1650
45707	1829
45707	1860
45707	1919
45707	4845
45709	1012
45709	1105
45709	1219
45709	1358
45709	1629
45709	1829
45709	1845
45709	1919
45710	1105
45710	1215
45710	1358
45710	1549
45710	1629
45710	1782
45710	1845
45710	1959
45713	1215
45713	1357
45713	1413
45713	1435
45713	1442
45713	1615
45713	1782
45713	1834
45713	1915
45713	2002
45718	1013
45718	1219
45718	1358
45718	1629
45718	1785
45718	1860
45718	1919
45719	1057
45719	1061
45719	1215
45719	1265
45719	1338
45719	1615
45719	1783
45719	1845
45719	1915
45720	1035
45720	1219
45720	1358
45720	1615
45720	1785
45720	1845
45720	1919
45723	1105
45723	1215
45723	1358
45723	1413
45723	1615
45723	1845
45723	1915
45723	1784A
45724	1219
45724	1358
45724	1650
45724	1784
45724	1834
45724	1845
45724	1919
45724	1960
45725	1219
45725	1358
45725	1629
45725	1766
45725	1784
45725	1845
45725	1919
45727	1106
45727	1215
45727	1358
45727	1413
45727	1615
45727	1845
45727	1915
45727	1784A
45728	1219
45728	1259
45728	1262
45728	1318
45728	1629
45728	1782
45728	1860
45728	1919
45731	1105
45731	1215
45731	1259
45731	1357
45731	1413
45731	1615
45731	1845
45731	1919
45734	1105
45734	1219
45734	1358
45734	1650
45734	1829
45734	1919
45734	1784A
45735	1057
45735	1061
45735	1215
45735	1338
45735	1444
45735	1615
45735	1785
45735	1834
45735	1915
45739	1105
45739	1219
45739	1245
45739	1269
45739	1358
45739	1629
45739	1845
45739	1919
45741	1105
45741	1136
45741	1215
45741	1337
45741	1816
45741	1834
45741	1915
45741	2920
45742	1105
45742	1219
45742	1259
45742	1358
45742	1650
45742	1784
45742	1860
45742	1919
45747	1057
45747	1061
45747	1219
45747	1245
45747	1338
45747	1629
45747	1783
45747	1860
45747	1919
45748	1061
45748	1211
45748	1213
45748	1606
45748	1613
45748	1773
45748	1805
45748	1843
45748	1915
45748	2920
45750	1033
45750	1105
45750	1215
45750	1338
45750	1615
45750	1834
45750	1845
45750	1915
45752	1077
45752	1105
45752	1215
45752	1357
45752	1629
45752	1834
45752	1915
45753	1215
45753	1245
45753	1358
45753	1444
45753	1615
45753	1785
45753	1834
45753	1915
45754	1215
45754	1357
45754	1523
45754	1613
45754	1782
45754	1805
45754	1915
45754	1931
45755	1105
45755	1219
45755	1318
45755	1355
45755	1629
45755	1860
45755	1919
45755	1940
45755	4845
45757	1136
45757	1215
45757	1315
45757	1615
45757	1782
45757	1835
45757	1915
45757	2920
45758	1088
45758	1105
45758	1219
45758	1358
45758	1422
45758	1629
45758	1829
45758	1919
45759	1061
45759	1215
45759	1357
45759	1413
45759	1615
45759	1784
45759	1805
45759	1915
45761	1059
45761	1061
45761	1077
45761	1078
45761	1219
45761	1295
45761	1629
