StudentID	Student_Number	CourseNumber	YearID
73173	54687	1215	3500
74882	55928	1215	3500
75284	56396	1215	3500
75524	56457	1215	3500
104524	59486	1215	3500
107081	59931	1215	3500
111780	61868	1215	3500
117340	62722	1215	3500
60732	49531	1215	3500
74342	55638	1215	3500
75129	56375	1215	3500
78923	56610	1215	3500
94181	58154	1215	3500
29771	700150	1216	3500
37132	707511	1216	3500
75116	56362	1216	3500
64690	51110	1216	3500
75123	56369	1216	3500
117402	62770	1216	3500
75020	56286	1216	3500
75118	56364	1216	3500
112144	61511	1216	3500
112733	61713	1216	3500
136145	65147	1216	3500
136856	65459	1216	3500
59630	49276	1216	3500
74999	56211	1216	3500
75092	56338	1216	3500
123490	63453	1216	3500
131033	64648	1216	3500
34455	704834	1216	3500
121826	13400	1216	3500
135988	65094	1216	3500
60794	49593	1216	3500
64108	50862	1216	3500
74890	55936	1216	3500
94181	58154	1216	3500
132486	64768	1216	3500
106887	59816	1219	3500
122829	63327	1219	3500
60758	49557	1219	3500
74980	56192	1219	3500
75525	56458	1219	3500
116873	62428	1219	3500
122734	63303	1219	3500
69416	52381	1219	3500
71600	54242	1219	3500
32747	703126	1219	3500
67682	51862	1219	3500
71833	54383	1219	3500
75006	56218	1219	3500
75077	56323	1219	3500
74862	55909	1219	3500
136673	65326	1219	3500
60866	49637	1219	3500
74458	55740	1219	3500
74975	56187	1219	3500
129754	64084	1219	3500
74965	56177	1219	3500
81473	56957	1219	3500
121830	13671	1219	3500
135345	64967	1219	3500
74980	56192	1229	3500
75093	56339	1229	3500
75497	56440	1229	3500
108183	60607	1229	3500
116635	62207	1229	3500
64828	51137	1229	3500
67802	51939	1229	3500
77073	56549	1229	3500
71833	54383	1229	3500
75004	56216	1229	3500
69068	52197	1229	3500
74918	55964	1229	3500
75723	56482	1229	3500
98974	58737	1229	3500
136673	65326	1229	3500
67670	51850	1229	3500
74458	55740	1229	3500
74528	55785	1229	3500
75022	56288	1229	3500
121873	63229	1229	3500
122231	44568	1229	3500
135287	64945	1229	3500
70940	53727	1229	3500
75522	56455	1229	3500
74776	55853	1605	3500
136675	65328	1605	3500
74991	56203	1605	3500
75115	56361	1605	3500
139414	65849	1605	3500
61009	49780	1609	3500
34455	704834	1609	3500
85127	57237	1609	3500
112061	61464	1619	3500
70317	53140	1619	3500
60770	49569	1619	3500
122731	63300	1619	3500
73942	55446	1615	3500
74956	56168	1615	3500
74988	56200	1615	3500
75012	56278	1615	3500
79016	56656	1615	3500
116990	62497	1615	3500
121855	700654	1615	3500
129750	64080	1615	3500
135389	64974	1615	3500
135644	64992	1615	3500
136672	65324	1615	3500
37132	707511	1615	3500
104673	59496	1615	3500
135646	64994	1615	3500
60930	49701	1615	3500
116635	62207	1615	3500
64828	51137	1615	3500
136440	65245	1615	3500
74974	56186	1615	3500
74998	56210	1615	3500
75004	56216	1615	3500
123126	63379	1615	3500
74834	55881	1615	3500
75018	56284	1615	3500
116733	62300	1615	3500
74528	55785	1615	3500
75284	56396	1615	3500
75524	56457	1615	3500
80574	56926	1615	3500
86623	57499	1615	3500
117340	62722	1615	3500
121826	13400	1615	3500
70940	53727	1615	3500
75112	56358	1615	3500
75521	56454	1615	3500
75688	56224	1615	3500
122149	14063	1615	3500
124773	63642	1615	3500
106887	59816	1629A	3500
75525	56458	1629A	3500
71680	54314	1629A	3500
71833	54383	1629A	3500
73305	55030	1959A	3500
74532	55789	1637A	3500
96137	58367	1650A	3500
75090	56336	1650A	3500
70953	53740	1650A	3500
103184	59206	1650A	3500
74475	55757	1805	3500
137003	65586	1805	3500
35220	705599	1805	3500
75000	56212	1805	3500
96927	58608	1805	3500
112733	61713	1805	3500
74996	56208	1805	3500
96630	58513	1805	3500
109873	60910	1805	3500
79016	56656	1843	3500
75518	59970	1843	3500
135387	64972	1843	3500
112144	61511	1843	3500
123273	63394	1843	3500
116733	62300	1843	3500
85631	57393	1843	3500
74775	55852	1844	3500
108013	60533	1844	3500
112144	61511	1844	3500
85631	57393	1844	3500
86623	57499	1844	3500
74917	55963	1860	3500
74147	55571	1860	3500
103406	59310	1860	3500
74972	56184	1860	3500
60830	49601	1861	3500
74838	55885	1861	3500
75428	56415	1861	3500
75569	58878	1861	3500
135288	64946	1861	3500
64097	50851	1861	3500
72478	54488	1861	3500
75562	58834	1861	3500
75287	56399	1861	3500
103406	59310	1861	3500
74841	55888	1869	3500
135297	64955	1869	3500
60793	49592	1879	3500
67575	51755	1860	3500
74840	55887	1860	3500
96137	58367	1860	3500
117468	62826	1860	3500
60793	49592	1861	3500
67575	51755	1861	3500
73942	55446	1915	3500
79773	56685	1915	3500
85577	57379	1915	3500
135290	64948	1915	3500
135389	64974	1915	3500
139515	65865	1915	3500
71580	54222	1915	3500
73823	55395	1915	3500
74920	55966	1915	3500
122296	63276	1915	3500
122733	63302	1915	3500
124473	63623	1915	3500
135387	64972	1915	3500
138408	65786	1915	3500
74963	56175	1915	3500
75020	56286	1915	3500
75099	56345	1915	3500
75427	56414	1915	3500
79015	56655	1915	3500
108359	60738	1915	3500
129801	64133	1915	3500
136440	65245	1915	3500
96180	58382	1915	3500
108011	60531	1915	3500
133387	64824	1915	3500
136438	65243	1915	3500
74999	56211	1915	3500
75018	56284	1915	3500
71845	54395	1915	3500
75524	56457	1915	3500
78574	56601	1915	3500
111780	61868	1915	3500
122231	44568	1915	3500
135645	64993	1915	3500
75086	56332	1915	3500
75688	56224	1915	3500
138808	65807	1915	3500
139414	65849	1915	3500
31968	702347	1919A	3500
60830	49601	1919A	3500
85474	57347	1919A	3500
107978	60495	1919A	3500
134537	64888	1919A	3500
135297	64955	1919A	3500
135292	64950	1919A	3500
74340	55636	1919A	3500
102929	59129	1919A	3500
111941	61334	1919A	3500
70953	53740	1919A	3500
103184	59206	1919A	3500
59631	49277	1919A	3500
70325	53148	1919A	3500
121873	63229	1919A	3500
125375	63669	1919A	3500
75515	59967	1961A	3500
122734	63303	1961A	3500
131633	64698	1961A	3500
74532	55789	1961A	3500
117468	62826	1961A	3500
137144	65645	1766	3500
75048	56314	1136	3500
75085	56331	1317A	3500
135296	64954	1317A	3500
75427	56414	1317A	3500
135869	65079	1317A	3500
75732	57653	1317A	3500
74486	55768	1317A	3500
74982	56194	1317A	3500
71696	54330	1318A	3500
74992	56204	1318A	3500
64277	50973	1318A	3500
75086	56332	1318A	3500
107978	60495	1338A	3500
91323	57949	1338A	3500
111941	61334	1338A	3500
70325	53148	1338A	3500
75009	56275	1338A	3500
122111	11661	1338A	3500
103399	59302	1355A	3500
121273	63168	1355A	3500
135389	64974	1357A	3500
135644	64992	1357A	3500
135757	65021	1357A	3500
108014	60534	1357A	3500
108044	60570	1357A	3500
135739	65002	1357A	3500
74528	55785	1357A	3500
139111	65826	1215	3500
139111	65826	1216	3500
139111	65826	1915	3500
74838	55885	1358A	3500
74966	56178	1358A	3500
129750	64080	1358A	3500
134538	64889	1358A	3500
74407	55689	1358A	3500
74827	55874	1358A	3500
74980	56192	1358A	3500
109874	60911	1358A	3500
116873	62428	1358A	3500
74900	55946	1358A	3500
75515	59967	1358A	3500
122733	63302	1358A	3500
69416	52381	1358A	3500
72478	54488	1358A	3500
74995	56207	1358A	3500
74146	55570	1358A	3500
74340	55636	1358A	3500
60793	49592	1358A	3500
74918	55964	1358A	3500
106873	59797	1358A	3500
123280	63401	1358A	3500
75524	56457	1358A	3500
135294	64952	1358A	3500
60794	49593	1358A	3500
75023	56289	1358A	3500
75027	56293	1358A	3500
125375	63669	1358A	3500
73340	55065	1839	3500
72636	54560	1208	3500
37553	707932	1207	3500
74780	55857	1207	3500
94129	58139	1207	3500
107432	60359	1207	3500
69070	52199	1207	3500
69837	52474	1207	3500
73844	55416	1207	3500
116991	62498	1207	3500
74452	55734	1207	3500
84694	57109	1207	3500
84891	57172	1207	3500
139565	65868	1207	3500
74449	55731	1207	3500
130225	64438	1207	3500
55194	47325	1207	3500
80483	62017	1207	3500
69781	52450	1207	3500
72480	54490	1207	3500
84124	57059	1207	3500
84684	57098	1207	3500
85038	57194	1207	3500
44254	37274	1207	3500
85250	57303	1207	3500
74431	55713	1207	3500
85376	57338	1207	3500
86127	57476	1207	3500
132888	64790	1207	3500
37553	707932	1208	3500
64191	50918	1208	3500
94129	58139	1208	3500
113973	61898	1208	3500
69070	52199	1208	3500
85638	57400	1208	3500
96858	58690	1208	3500
70227	53091	1208	3500
74136	55560	1208	3500
74478	55760	1208	3500
79995	60021	1208	3500
84689	57104	1208	3500
85045	57201	1208	3500
85236	57289	1208	3500
129745	64075	1208	3500
129932	64257	1208	3500
84676	57090	1208	3500
84696	57111	1208	3500
84731	57130	1208	3500
85209	57274	1208	3500
102573	59021	1208	3500
131890	64723	1208	3500
136138	65139	1208	3500
136669	65321	1208	3500
80366	56825	1208	3500
85229	57282	1208	3500
129747	64077	1208	3500
85238	57291	1208	3500
117342	62724	1208	3500
119423	63020	1208	3500
84823	57149	1208	3500
95330	58263	1208	3500
115725	62103	1208	3500
117176	62595	1208	3500
123678	63519	1208	3500
126324	63717	1208	3500
129928	64253	1208	3500
74467	55749	1208	3500
80337	61086	1208	3500
80345	61094	1208	3500
81173	56945	1208	3500
85228	57281	1208	3500
103478	59378	1208	3500
137844	65717	1829	3500
138409	65788	1209	3500
84728	57127	1209	3500
85075	57216	1209	3500
80340	61089	1209	3500
84705	57120	1209	3500
73802	55374	1209	3500
74139	55563	1209	3500
74455	55737	1209	3500
80347	61096	1209	3500
85243	57296	1209	3500
85262	57315	1209	3500
117127	62560	1209	3500
80020	60046	1209	3500
84700	57115	1209	3500
106901	59842	1209	3500
80271	61020	1209	3500
71613	54255	1209	3500
130410	64583	1209	3500
84736	57135	1209	3500
84882	57163	1209	3500
94926	58223	1209	3500
129762	64092	1209	3500
111930	61315	1210	3500
117327	62709	1210	3500
84884	57165	1210	3500
117140	62574	1210	3500
84682	57096	1210	3500
85243	57296	1210	3500
108049	60575	1210	3500
129761	64091	1210	3500
84706	57121	1210	3500
108477	60785	1210	3500
136518	65285	1210	3500
96598	58504	1210	3500
106824	59791	1210	3500
129740	64070	1210	3500
129746	64076	1210	3500
130410	64583	1210	3500
67591	51771	1210	3500
84692	57107	1210	3500
85637	57399	1210	3500
129762	64092	1210	3500
111930	61315	1605	3500
123482	63442	1605	3500
69331	52326	1605	3500
69730	52422	1605	3500
80340	61089	1605	3500
85045	57201	1605	3500
85209	57274	1605	3500
102573	59021	1605	3500
85229	57282	1605	3500
85032	57188	1605	3500
85042	57198	1605	3500
85238	57291	1605	3500
71541	54204	1605	3500
103442	59348	1605	3500
123776	63558	1605	3500
74431	55713	1605	3500
85074	57215	1605	3500
85242	57295	1605	3500
86127	57476	1605	3500
107834	60480	1605	3500
130288	64466	1605	3500
138060	65752	1605	3500
85635	57397	1608A	3500
129743	64073	1608A	3500
74455	55737	1608A	3500
96598	58504	1608A	3500
129762	64092	1608A	3500
112040	61443	1609	3500
84779	57148	1609	3500
85075	57216	1609	3500
85206	57271	1609	3500
123034	63373	1609	3500
80548	62082	1609	3500
129744	64074	1609	3500
84738	57137	1609	3500
96625	58508	1609	3500
116746	62313	1609	3500
84732	57131	1609	3500
85178	57243	1609	3500
109824	60902	1609	3500
129746	64076	1609	3500
103129	59177	1609	3500
74454	55736	1619	3500
81177	56951	1619	3500
95875	58325	1619	3500
111929	61314	1619	3500
96458	58463	1619	3500
67786	51923	1619	3500
80015	60041	1619	3500
84680	57094	1619	3500
85735	57415	1619	3500
129736	64064	1619	3500
74470	55752	1619	3500
103129	59177	1619	3500
108375	60749	1615	3500
108477	60785	1615	3500
80316	61065	1629A	3500
84889	57170	1629A	3500
116859	62413	1629A	3500
84700	57115	1629A	3500
80271	61020	1629A	3500
72493	54503	1629A	3500
65429	51243	1629A	3500
85037	57193	1805	3500
88123	57558	1805	3500
98173	58686	1805	3500
117824	62912	1805	3500
70366	53189	1805	3500
71720	54354	1805	3500
84883	57164	1805	3500
85244	57297	1805	3500
93127	58043	1805	3500
93974	58127	1805	3500
123034	63373	1805	3500
121586	70107	1805	3500
136669	65321	1805	3500
129861	64186	1805	3500
139314	65842	1805	3500
73956	55460	1805	3500
85200	57265	1805	3500
108375	60749	1805	3500
44254	37274	1805	3500
73130	54682	1805	3500
74420	55702	1805	3500
84823	57149	1805	3500
102924	59124	1805	3500
107237	59995	1805	3500
117176	62595	1805	3500
129928	64253	1805	3500
67690	51870	1805	3500
85080	57221	1805	3500
85205	57270	1805	3500
130115	64394	1805	3500
84691	57106	1809	3500
85189	57254	1809	3500
85190	57255	1809	3500
64122	50876	1809	3500
80316	61065	1809	3500
85173	57238	1809	3500
69527	52396	1809	3500
72577	54545	1809	3500
33555	703934	1809	3500
69781	52450	1809	3500
85038	57194	1809	3500
129736	64064	1809	3500
129759	64089	1809	3500
62077	50410	1809	3500
84704	57119	1809	3500
85024	57180	1809	3500
80345	61094	1809	3500
103129	59177	1809	3500
116826	62380	1809	3500
31740	702119	1819	3500
85026	57182	1819	3500
85873	57444	1819	3500
112437	61618	1819	3500
80316	61065	1819	3500
96858	58690	1819	3500
129732	64059	1819	3500
129741	64071	1819	3500
45693	42481	1819	3500
74465	55747	1819	3500
130283	64461	1819	3500
85183	57248	1819	3500
85024	57180	1819	3500
102575	59023	1819	3500
130410	64583	1819	3500
71525	54188	1819	3500
74431	55713	1819	3500
69730	52422	1843	3500
103125	59173	1843	3500
129932	64257	1843	3500
106675	59759	1843	3500
131183	64656	1843	3500
74133	55557	1843	3500
86124	57473	1843	3500
84886	57167	1843	3500
85245	57298	1844	3500
103125	59173	1844	3500
136545	65290	1844	3500
85977	57460	1844	3500
138208	65762	1844	3500
86827	57510	1844	3500
124124	63606	1844	3500
79975	60001	1844	3500
122157	706994	1844	3500
38832	709211	1844	3500
85423	57340	1844	3500
137042	65595	1844	3500
75006	56218	1061A	3500
129732	64059	1315A	3500
139565	65868	1315A	3500
84779	57148	1317A	3500
84706	57121	1317A	3500
80518	62052	1317A	3500
84741	57140	1317A	3500
105023	59590	1317A	3500
119674	63030	1317A	3500
117327	62709	1335A	3500
85236	57289	1335A	3500
80316	61065	1337A	3500
74452	55734	1337A	3500
85376	57338	1337A	3500
136805	65427	1351A	3500
129736	64064	1351A	3500
102924	59124	1351A	3500
39279	709658	1355A	3500
67786	51923	1355A	3500
74417	55699	1355A	3500
130483	64610	1355A	3500
85874	57445	1355A	3500
117342	62724	1355A	3500
85037	57193	1357A	3500
108336	60712	1357A	3500
93974	58127	1357A	3500
111914	61299	1357A	3500
111929	61314	1357A	3500
69527	52396	1357A	3500
71837	54387	1357A	3500
80307	61056	1357A	3500
80548	62082	1357A	3500
117127	62560	1357A	3500
84701	57116	1357A	3500
84732	57131	1357A	3500
80272	61021	1357A	3500
85032	57188	1357A	3500
85180	57245	1357A	3500
65423	51237	1357A	3500
80320	61069	1357A	3500
80345	61094	1357A	3500
103478	59378	1357A	3500
129762	64092	1357A	3500
112527	61640	1367A	3500
109824	60902	1367A	3500
101824	58868	1605	3500
67802	51939	1860	3500
133086	64806	1265A	3500
75521	56454	1582	3500
74827	55874	1615	3500
108014	60534	1615	3500
74855	55902	1105A	3500
122149	14063	1834A	3500
74918	55964	1834A	3500
60914	49685	1105A	3500
60788	49587	1105A	3500
74966	56178	1834A	3500
117402	62770	1834A	3500
59630	49276	1834A	3500
74982	56194	1834A	3500
56593	47806	1282A	3500
136670	65322	7985A	3500
126323	63716	7985A	3500
129176	63927	7985A	3500
113823	61893	7985A	3500
123332	63416	7985A	3500
65998	51358	2947A	3500
136670	65322	2947A	3500
59107	48973	2947A	3500
106889	59818	2937A	3500
66010	51369	2930	3500
102074	58913	2930	3500
47744	45176	2930	3500
32194	702573	2951A	3500
39842	10413	2951A	3500
56122	47588	2951A	3500
57274	48087	2950A	3500
83674	57029	2950A	3500
123332	63416	2950A	3500
57274	48087	2903A	3500
44347	37564	2903A	3500
95330	58263	2903A	3500
35220	705599	2910A	3500
113823	61893	2912	3500
69727	52419	2910A	3500
69727	52419	2912	3500
84677	57091	2912Tu	3500
96797	58575	2803	3500
96797	58575	2912	3500
117342	62724	2912W	3500
117342	62724	2912	3500
103125	59173	2965A	3500
136863	65466	2965A	3500
35220	705599	2965A	3500
112227	61537	2965A	3500
131183	64656	2965A	3500
39842	10413	2965A	3500
72637	54561	2912Th	3500
85080	57221	2966A	3500
113775	61886	2966A	3500
86125	57474	2974A	3500
39842	10413	2974A	3500
94181	58154	2810TD	3500
94181	58154	2912F	3500
108380	60754	2975A	3500
130225	64438	2975A	3500
74355	55651	2975A	3500
55083	47214	2976A	3500
74963	56175	2976A	3500
80574	56926	2976A	3500
32194	702573	2912W	3500
32194	702573	2912Tu	3500
75569	58878	2912W	3500
44845	39600	2912W	3500
44845	39600	2912Th	3500
59107	48973	2946A	3500
69386	52351	2946A	3500
139161	65828	2946A	3500
57274	48087	2946A	3500
123332	63416	2912	3500
138808	65807	2912W	3500
73310	55035	2810L	3500
77727	56572	2948A	3500
129176	63927	2948A	3500
32194	702573	2952A	3500
79824	56687	2912Th	3500
108043	60569	2912Tu	3500
132887	64789	2912Tu	3500
132887	64789	2912Th	3500
117247	62635	2912Tu	3500
138957	65817	2912Tu	3500
129956	64282	2811L	3500
129956	64282	2912F	3500
129176	63927	2912Tu	3500
129176	63927	2912W	3500
67324	51650	2912Tu	3500
67324	51650	2912Th	3500
130637	64624	2912Tu	3500
69067	52196	2912W	3500
121575	46956	2912Tu	3500
76675	56529	2912	3500
109823	60901	2912F	3500
109823	60901	2912Tu	3500
69386	52351	2912W	3500
74492	55774	2912Tu	3500
74492	55774	2912	3500
74492	55774	2912W	3500
69386	52351	1947A	3500
66225	51393	1661	3500
54698	47032	2912W	3500
54698	47032	2912	3500
64025	50810	1050A	3500
84729	57128	1050A	3500
85873	57444	1050A	3500
129735	64063	1050A	3500
85173	57238	1050A	3500
93127	58043	1050A	3500
111914	61299	1050A	3500
117140	62574	1050A	3500
85735	57415	1050A	3500
117127	62560	1050A	3500
85737	57417	1050A	3500
111995	61393	1050A	3500
94926	58223	1050A	3500
84880	57160	1050A	3500
80271	61020	1050A	3500
129759	64089	1050A	3500
65429	51243	1050A	3500
73053	54605	1055ALG	3500
95637	58290	1055ALG	3500
123277	63398	1055ALG	3500
93431	58071	1055ALG	3500
122079	52260	1055ALG	3500
65744	51289	1055ALG	3500
107127	59944	1055ALG	3500
70317	53140	1061ALG	3500
77073	56549	1061ALG	3500
74897	55943	1061ALG	3500
81473	56957	1061ALG	3500
85730	57410	1061ALG	3500
122784	63318	1079ALG	3500
71696	54330	1105LGA	3500
75005	56217	1105LGA	3500
122673	63290	1105LGA	3500
134538	64889	1105LGA	3500
137007	65592	1105LGA	3500
75518	59970	1105LGA	3500
107241	59999	1105LGA	3500
109874	60911	1105LGA	3500
70580	53401	1105LGA	3500
73823	55395	1105LGA	3500
75130	56376	1105LGA	3500
117530	62842	1105LGA	3500
122733	63302	1105LGA	3500
122734	63303	1105LGA	3500
136679	65332	1105LGA	3500
74346	55642	1105LGA	3500
112632	61661	1105LGA	3500
129758	64088	1105LGA	3500
75000	56212	1105LGA	3500
111941	61334	1105LGA	3500
136438	65243	1105LGA	3500
136857	65460	1105LGA	3500
74141	55565	1105LGA	3500
74486	55768	1105LGA	3500
74860	55907	1105LGA	3500
74999	56211	1105LGA	3500
75088	56334	1105LGA	3500
60728	49527	1105LGA	3500
122111	11661	1105LGA	3500
123223	63392	1105LGA	3500
60125	49343	1105LGA	3500
60788	49587	1105LGA	3500
72494	54504	1105LGA	3500
74890	55936	1105LGA	3500
75112	56358	1105LGA	3500
75526	56459	1105LGA	3500
85127	57237	1105LGA	3500
93077	58037	1105LGA	3500
122149	14063	1105LGA	3500
125375	63669	1105LGA	3500
108342	60718	1118LGA	3500
58592	48632	1118LGA	3500
70728	53516	1118LGA	3500
137001	65584	1119ALG	3500
30753	701132	1125ALG	3500
70640	53461	1125ALG	3500
96427	58429	1125ALG	3500
102075	58914	1125ALG	3500
111894	61275	1125ALG	3500
73048	54600	1125ALG	3500
73103	54655	1125ALG	3500
73337	55062	1125ALG	3500
85082	57223	1125ALG	3500
116586	62182	1125ALG	3500
72382	54479	1125ALG	3500
72775	53358	1125ALG	3500
70939	53726	1125ALG	3500
73056	54608	1125ALG	3500
73105	54657	1125ALG	3500
73319	55044	1125ALG	3500
75531	56464	1125ALG	3500
116591	62188	1125ALG	3500
58273	48290	1125ALG	3500
72997	54492	1125ALG	3500
73465	55151	1125ALG	3500
73541	55185	1125ALG	3500
135343	64965	1125ALG	3500
73443	55129	1125ALG	3500
54569	46944	1125ALG	3500
85728	57408	1125ALG	3500
126123	63708	1125ALG	3500
67792	51929	1125ALG	3500
73345	55070	1125ALG	3500
39022	709401	1126ALG	3500
70547	53368	1126ALG	3500
136687	65340	1126ALG	3500
67783	51920	1126ALG	3500
73427	55114	1126ALG	3500
120873	63113	1126ALG	3500
70579	53400	1126ALG	3500
117776	62903	1126ALG	3500
106899	59839	1126ALG	3500
60898	49669	1126ALG	3500
70677	53498	1126ALG	3500
111738	61158	1126ALG	3500
71226	53980	1126ALG	3500
136861	65464	1126ALG	3500
55082	47213	1126ALG	3500
84729	57128	1209LG	3500
111930	61315	1209LG	3500
112437	61618	1209LG	3500
84884	57165	1209LG	3500
85173	57238	1209LG	3500
85206	57271	1209LG	3500
79996	60022	1209LG	3500
85635	57397	1209LG	3500
80015	60041	1209LG	3500
84680	57094	1209LG	3500
96625	58508	1209LG	3500
80020	60046	1209LG	3500
106901	59842	1209LG	3500
129761	64091	1209LG	3500
31818	702197	1209LG	3500
111995	61393	1209LG	3500
129759	64089	1209LG	3500
109824	60902	1209LG	3500
65429	51243	1209LG	3500
84736	57135	1209LG	3500
84882	57163	1209LG	3500
96442	58444	1209LG	3500
31269	701648	1210LG	3500
85189	57254	1210LG	3500
111930	61315	1210LG	3500
117327	62709	1210LG	3500
123482	63442	1210LG	3500
73954	55458	1210LG	3500
84889	57170	1210LG	3500
129733	64061	1210LG	3500
84705	57120	1210LG	3500
73961	55465	1210LG	3500
84680	57094	1210LG	3500
84925	57177	1210LG	3500
85203	57268	1210LG	3500
85374	57336	1210LG	3500
108049	60575	1210LG	3500
129756	64086	1210LG	3500
31818	702197	1210LG	3500
85085	57226	1210LG	3500
85200	57265	1210LG	3500
88131	57593	1210LG	3500
85180	57245	1210LG	3500
130410	64583	1210LG	3500
80529	62063	1210LG	3500
84736	57135	1210LG	3500
84924	57176	1210LG	3500
85126	57236	1210LG	3500
94926	58223	1210LG	3500
122153	41376	1219LG	3500
74980	56192	1219LG	3500
108183	60607	1219LG	3500
74414	55696	1219LG	3500
74857	55904	1219LG	3500
74974	56186	1219LG	3500
75732	57653	1219LG	3500
70953	53740	1219LG	3500
59631	49277	1219LG	3500
121873	63229	1219LG	3500
122111	11661	1219LG	3500
64345	51029	1219LG	3500
67735	51900	1219LG	3500
74962	56174	1219LG	3500
117468	62826	1219LG	3500
121830	13671	1219LG	3500
71696	54330	1229LG	3500
75008	56274	1229LG	3500
75028	56294	1229LG	3500
75525	56458	1229LG	3500
103482	59382	1229LG	3500
64828	51137	1229LG	3500
111941	61334	1229LG	3500
103184	59206	1229LG	3500
136673	65326	1229LG	3500
64098	50852	1229LG	3500
74528	55785	1229LG	3500
135287	64945	1229LG	3500
58720	48760	1229LG	3500
81473	56957	1229LG	3500
96282	58408	1229LG	3500
39351	709730	1239ALG	3500
70379	53202	1239ALG	3500
54439	46910	1239ALG	3500
69980	52507	1239ALG	3500
70290	53113	1239ALG	3500
103081	59159	1239ALG	3500
70560	53381	1239ALG	3500
70677	53498	1239ALG	3500
70554	53375	1239ALG	3500
70649	53470	1239ALG	3500
121850	54305	1239ALG	3500
73934	55438	1239ALG	3500
60928	49699	1261ALG	3500
73175	54689	1261ALG	3500
73288	55012	1261ALG	3500
73307	55032	1261ALG	3500
71685	54319	1261ALG	3500
72280	54467	1261ALG	3500
96624	58507	1261ALG	3500
73044	54596	1261ALG	3500
96426	58428	1261ALG	3500
116688	62260	1261ALG	3500
60906	49677	1261ALG	3500
73065	54617	1261ALG	3500
73084	54636	1261ALG	3500
43596	35335	1261ALG	3500
85978	57461	1261ALG	3500
119923	63037	1261ALG	3500
61426	50296	1261ALG	3500
64081	50835	1261ALG	3500
72540	54523	1261ALG	3500
111903	61287	1261ALG	3500
79423	56672	1282ALG	3500
113026	61825	1282ALG	3500
67643	51823	1282ALG	3500
133486	64834	1282ALG	3500
39022	709401	1282ALG	3500
70606	53427	1282ALG	3500
70623	53444	1282ALG	3500
78978	56616	1282ALG	3500
107236	59994	1282ALG	3500
70577	53398	1282ALG	3500
70682	53503	1282ALG	3500
128329	63838	1282ALG	3500
65741	51286	1282ALG	3500
122087	50504	1282ALG	3500
75749	58764	1282ALG	3500
111738	61158	1282ALG	3500
123492	63455	1282ALG	3500
70407	53230	1282ALG	3500
71163	53924	1282ALG	3500
103270	59244	1282ALG	3500
122083	55492	1282ALG	3500
31269	701648	1412ALG	3500
39351	709730	1412ALG	3500
79016	56656	1412ALG	3500
107828	60474	1412ALG	3500
113973	61898	1412ALG	3500
69730	52422	1412ALG	3500
80316	61065	1412ALG	3500
136866	65469	1412ALG	3500
56477	47737	1412ALG	3500
72577	54545	1412ALG	3500
69787	52456	1412ALG	3500
71262	54016	1412ALG	3500
73961	55465	1412ALG	3500
85208	57273	1412ALG	3500
85237	57290	1412ALG	3500
121586	70107	1412ALG	3500
129801	64133	1412ALG	3500
106882	59810	1412ALG	3500
119423	63020	1412ALG	3500
60884	49655	1412ALG	3500
104325	59477	1412ALG	3500
71525	54188	1412ALG	3500
85730	57410	1412ALG	3500
85826	57425	1412ALG	3500
128334	63843	1412ALG	3500
129762	64092	1412ALG	3500
129780	64111	1413ALG	3500
85050	57206	1413ALG	3500
117439	62794	1413ALG	3500
122674	63291	1413ALG	3500
112730	61709	1413ALG	3500
96180	58382	1413ALG	3500
129972	64298	1413ALG	3500
98974	58737	1413ALG	3500
67670	51850	1413ALG	3500
111780	61868	1413ALG	3500
77677	56567	1413ALG	3500
65428	51242	1414LG	3500
111905	61289	1414LG	3500
116574	62170	1416LG	3500
85428	57345	1416LG	3500
73101	54653	1416LG	3500
117823	62911	1535LG	3500
72541	54524	1535LG	3500
75048	56314	1535LG	3500
112326	61587	1535LG	3500
55083	47214	1535LG	3500
71601	54243	1535LG	3500
72123	54444	1535LG	3500
112686	61695	1535LG	3500
73014	54566	1535LG	3500
70650	53471	1535LG	3500
117438	62793	1535LG	3500
85189	57254	1609LG	3500
74407	55689	1609LG	3500
85075	57216	1609LG	3500
60770	49569	1609LG	3500
121586	70107	1609LG	3500
124573	63625	1609LG	3500
32747	703126	1609LG	3500
115125	61979	1609LG	3500
34455	704834	1609LG	3500
84704	57119	1609LG	3500
65423	51237	1609LG	3500
84740	57139	1609LG	3500
112437	61618	1619LG	3500
84779	57148	1619LG	3500
85186	57251	1619LG	3500
111899	61283	1619LG	3500
80015	60041	1619LG	3500
84738	57137	1619LG	3500
93675	58089	1619LG	3500
112291	61574	1619LG	3500
84732	57131	1619LG	3500
85374	57336	1619LG	3500
136518	65285	1619LG	3500
84740	57139	1619LG	3500
84923	57175	1619LG	3500
58804	48844	1629ALG	3500
74838	55885	1629ALG	3500
84691	57106	1629ALG	3500
135288	64946	1629ALG	3500
72977	54173	1629ALG	3500
84889	57170	1629ALG	3500
107978	60495	1629ALG	3500
108183	60607	1629ALG	3500
67724	51889	1629ALG	3500
71711	54345	1629ALG	3500
96624	58507	1629ALG	3500
107434	60376	1629ALG	3500
73301	55026	1629ALG	3500
122824	63322	1629ALG	3500
74405	55687	1629ALG	3500
75078	56324	1629ALG	3500
80271	61020	1629ALG	3500
107086	59936	1629ALG	3500
