StudentID	Student_Number	CourseNumber	YearID
75000	56212	1615	3500
96180	58382	1615	3500
35430	705809	1615	3500
74882	55928	1615	3500
74904	55950	1615	3500
122111	11661	1615	3500
130583	64618	1615	3500
60732	49531	1615	3500
74342	55638	1615	3500
74965	56177	1615	3500
74983	56195	1615	3500
135347	64969	1615	3500
138457	65792	1615	3500
75028	56294	1629A	3500
122153	41376	1629A	3500
74980	56192	1629A	3500
75093	56339	1629A	3500
116873	62428	1629A	3500
107978	60495	1629A	3500
74346	55642	1629A	3500
74860	55907	1629A	3500
75078	56324	1629A	3500
121828	13542	1629A	3500
70325	53148	1629A	3500
74975	56187	1629A	3500
129754	64084	1629A	3500
73310	55035	1637A	3500
75569	58878	1650A	3500
75515	59967	1650A	3500
74842	55889	1650A	3500
75009	56275	1650A	3500
67735	51900	1650A	3500
137008	65593	1805	3500
139515	65865	1805	3500
126274	63715	1805	3500
135298	64956	1805	3500
138408	65786	1805	3500
74453	55735	1805	3500
75098	56344	1805	3500
64102	50856	1805	3500
75112	56358	1805	3500
135293	64951	1829	3500
64625	51088	1843	3500
73942	55446	1843	3500
74443	55725	1843	3500
79015	56655	1843	3500
86623	57499	1843	3500
135868	65078	1843	3500
139414	65849	1843	3500
123975	63588	1844	3500
135387	64972	1844	3500
72637	54561	1844	3500
74131	55555	1844	3500
129801	64133	1844	3500
123490	63453	1844	3500
104325	59477	1844	3500
75023	56289	1844	3500
75526	56459	1844	3500
75032	56298	1860	3500
64111	50865	1860	3500
108183	60607	1860	3500
64097	50851	1860	3500
71680	54314	1860	3500
74860	55907	1860	3500
75287	56399	1860	3500
60914	49685	1861	3500
74972	56184	1861	3500
71833	54383	1869	3500
117468	62826	1869	3500
74841	55888	1879	3500
75723	56482	1879	3500
117468	62826	1879	3500
72494	54504	1845A	3500
75287	56399	1869	3500
74917	55963	1879	3500
75012	56278	1915	3500
75538	59983	1915	3500
116990	62497	1915	3500
123487	63450	1915	3500
135989	65095	1915	3500
136672	65324	1915	3500
75132	56378	1915	3500
93776	58113	1915	3500
108014	60534	1915	3500
74900	55946	1915	3500
75497	56440	1915	3500
85729	57409	1915	3500
126274	63715	1915	3500
74453	55735	1915	3500
74973	56185	1915	3500
74977	56189	1915	3500
75098	56344	1915	3500
95874	58324	1915	3500
108044	60570	1915	3500
112144	61511	1915	3500
123273	63394	1915	3500
123126	63379	1915	3500
136857	65460	1915	3500
106873	59797	1915	3500
117340	62722	1915	3500
44845	39600	1915	3500
75126	56372	1915	3500
122149	14063	1915	3500
125023	63653	1915	3500
138457	65792	1915	3500
139265	65837	1915	3500
75114	56360	1907A	3500
75085	56331	1919A	3500
125373	63667	1919A	3500
135638	64986	1919A	3500
67575	51755	1919A	3500
73839	55411	1919A	3500
74351	55647	1919A	3500
116635	62207	1919A	3500
74346	55642	1919A	3500
75002	56214	1919A	3500
69068	52197	1919A	3500
75034	56300	1919A	3500
64098	50852	1919A	3500
74458	55740	1919A	3500
135388	64973	1919A	3500
70940	53727	1919A	3500
74983	56195	1919A	3500
75027	56293	1919A	3500
58720	48760	1959A	3500
74841	55888	1959A	3500
69416	52381	1959A	3500
74146	55570	1959A	3500
75032	56298	1961A	3500
74827	55874	1961A	3500
108183	60607	1961A	3500
34455	704834	1961A	3500
60830	49601	1961A	3500
137146	65647	1605	3500
83673	57028	1241	3500
124573	63625	1317A	3500
74855	55902	1318A	3500
74859	55906	1318A	3500
85174	57239	1318A	3500
75522	56455	1318A	3500
74351	55647	1330A	3500
136679	65332	1215	3500
64097	50851	1338A	3500
75003	56215	1338A	3500
122137	55547	1338A	3500
34032	704411	1338A	3500
74861	55908	1338A	3500
74635	55826	1338A	3500
74882	55928	1338A	3500
74957	56169	1338A	3500
122723	63292	1352A	3500
129737	64067	1352A	3500
64690	51110	1355A	3500
75112	56358	1355A	3500
29771	700150	1357A	3500
75735	57656	1357A	3500
79016	56656	1357A	3500
93776	58113	1357A	3500
74920	55966	1357A	3500
60752	49551	1357A	3500
98523	58709	1357A	3500
135388	64973	1357A	3500
135988	65094	1357A	3500
75032	56298	1358A	3500
75428	56415	1358A	3500
122673	63290	1358A	3500
75374	56408	1358A	3500
64111	50865	1358A	3500
75288	56400	1358A	3500
116973	62479	1358A	3500
135292	64950	1358A	3500
71680	54314	1358A	3500
75004	56216	1358A	3500
116473	62151	1358A	3500
129972	64298	1358A	3500
65424	51238	1358A	3500
67735	51900	1358A	3500
131086	64652	1216	3500
75022	56288	1368A	3500
64191	50918	1207	3500
93432	58072	1207	3500
112527	61640	1207	3500
120073	63050	1207	3500
64774	51125	1207	3500
84883	57164	1207	3500
103125	59173	1207	3500
107235	59993	1207	3500
65745	51290	1207	3500
71837	54387	1207	3500
74478	55760	1207	3500
85196	57261	1207	3500
118773	62986	1207	3500
84026	57052	1207	3500
84696	57111	1207	3500
85192	57257	1207	3500
117243	62630	1207	3500
117346	62728	1207	3500
124124	63606	1207	3500
122157	706994	1207	3500
129747	64077	1207	3500
129861	64186	1207	3500
131183	64656	1207	3500
136541	65286	1207	3500
73956	55460	1207	3500
74350	55646	1207	3500
103383	59286	1207	3500
108338	60714	1207	3500
108375	60749	1207	3500
90624	57731	1207	3500
102575	59023	1207	3500
102924	59124	1207	3500
115725	62103	1207	3500
80518	62052	1207	3500
84890	57171	1207	3500
85263	57316	1207	3500
39279	709658	1208	3500
85026	57182	1208	3500
73844	55416	1208	3500
84883	57164	1208	3500
116991	62498	1208	3500
136545	65290	1208	3500
71837	54387	1208	3500
73097	54649	1208	3500
74465	55747	1208	3500
85977	57460	1208	3500
121842	51197	1208	3500
125623	63678	1208	3500
79975	60001	1208	3500
80032	60058	1208	3500
69781	52450	1208	3500
74133	55557	1208	3500
85038	57194	1208	3500
108375	60749	1208	3500
118474	62967	1208	3500
44254	37274	1208	3500
71541	54204	1208	3500
72477	54487	1208	3500
85204	57269	1208	3500
85250	57303	1208	3500
123776	63558	1208	3500
63921	50778	1208	3500
84695	57110	1208	3500
84881	57162	1208	3500
84923	57175	1208	3500
85080	57221	1208	3500
85263	57316	1208	3500
112205	61528	1208	3500
113775	61886	1208	3500
130309	64487	1208	3500
85873	57444	1209	3500
111930	61315	1209	3500
129735	64063	1209	3500
84779	57148	1209	3500
129741	64071	1209	3500
84733	57132	1209	3500
116746	62313	1209	3500
65735	51280	1209	3500
71686	54320	1209	3500
85182	57247	1209	3500
85374	57336	1209	3500
129759	64089	1209	3500
85632	57394	1209	3500
109824	60902	1209	3500
129740	64070	1209	3500
84740	57139	1209	3500
84885	57166	1209	3500
85637	57399	1209	3500
84691	57106	1210	3500
85282	57327	1210	3500
85873	57444	1210	3500
112040	61443	1210	3500
73954	55458	1210	3500
84779	57148	1210	3500
85055	57211	1210	3500
129730	64057	1210	3500
130283	64461	1210	3500
73802	55374	1210	3500
84738	57137	1210	3500
85208	57273	1210	3500
85262	57315	1210	3500
85735	57415	1210	3500
93675	58089	1210	3500
80020	60046	1210	3500
80271	61020	1210	3500
129736	64064	1210	3500
129759	64089	1210	3500
71613	54255	1210	3500
72493	54503	1210	3500
85178	57243	1210	3500
107432	60359	1605	3500
129983	64309	1605	3500
84883	57164	1605	3500
103125	59173	1605	3500
74452	55734	1605	3500
84689	57104	1605	3500
84891	57172	1605	3500
33555	703934	1605	3500
74439	55721	1605	3500
79987	60013	1605	3500
85237	57290	1605	3500
85260	57313	1605	3500
85633	57395	1605	3500
87723	57544	1605	3500
131890	64723	1605	3500
136138	65139	1605	3500
131183	64656	1605	3500
69162	52217	1605	3500
74354	55650	1605	3500
85038	57194	1605	3500
85227	57280	1605	3500
87276	57527	1605	3500
74467	55749	1605	3500
129971	64297	1605	3500
132888	64790	1605	3500
136842	65432	1605	3500
85190	57255	1608A	3500
112438	61619	1608A	3500
129732	64059	1608A	3500
73961	55465	1608A	3500
64831	51140	1608A	3500
85202	57267	1608A	3500
30385	700764	1609	3500
73802	55374	1609	3500
80015	60041	1609	3500
112291	61574	1609	3500
85200	57265	1609	3500
108338	60714	1609	3500
115125	61979	1609	3500
136518	65285	1609	3500
84703	57118	1609	3500
84704	57119	1609	3500
112040	61443	1619	3500
85206	57271	1619	3500
84738	57137	1619	3500
112291	61574	1619	3500
84732	57131	1619	3500
85182	57247	1619	3500
85374	57336	1619	3500
111995	61393	1619	3500
72477	54487	1619	3500
85178	57243	1619	3500
65423	51237	1619	3500
71525	54188	1619	3500
84691	57106	1629A	3500
80347	61096	1629A	3500
74405	55687	1629A	3500
62077	50410	1629A	3500
96442	58444	1629A	3500
85201	57266	1805	3500
96139	58369	1805	3500
107432	60359	1805	3500
136683	65336	1805	3500
116991	62498	1805	3500
117523	62833	1805	3500
129926	64251	1805	3500
129927	64252	1805	3500
117127	62560	1805	3500
80366	56825	1805	3500
80483	62017	1805	3500
85737	57417	1805	3500
108241	60661	1805	3500
117154	62588	1805	3500
129751	64081	1805	3500
64831	51140	1805	3500
103383	59286	1805	3500
106882	59810	1805	3500
85197	57262	1805	3500
85235	57288	1805	3500
95330	58263	1805	3500
123776	63558	1805	3500
63921	50778	1805	3500
80518	62052	1805	3500
84881	57162	1805	3500
85074	57215	1805	3500
103478	59378	1805	3500
138409	65788	1809	3500
84884	57165	1809	3500
95427	58260	1809	3500
129732	64059	1809	3500
129733	64061	1809	3500
96625	58508	1809	3500
102573	59021	1809	3500
80271	61020	1809	3500
88131	57593	1809	3500
72477	54487	1809	3500
84703	57118	1809	3500
85178	57243	1809	3500
96598	58504	1809	3500
106824	59791	1809	3500
80532	62066	1809	3500
85173	57238	1819	3500
117140	62574	1819	3500
129733	64061	1819	3500
69527	52396	1819	3500
71837	54387	1819	3500
72577	54545	1819	3500
129744	64074	1819	3500
64096	50850	1819	3500
62077	50410	1819	3500
72477	54487	1819	3500
106824	59791	1819	3500
70377	53200	1819	3500
80529	62063	1819	3500
85376	57338	1819	3500
85775	57421	1819	3500
103129	59177	1819	3500
75525	56458	1090A	3500
39279	709658	1843	3500
120073	63050	1843	3500
80262	61011	1843	3500
124124	63606	1843	3500
84124	57059	1843	3500
101273	58842	1843	3500
85198	57263	1843	3500
125324	63666	1844	3500
84694	57109	1844	3500
85196	57261	1844	3500
122932	63339	1844	3500
129757	64087	1844	3500
31614	701993	1844	3500
81175	56947	1844	3500
86573	57498	1844	3500
133188	64814	1844	3500
93077	58037	1849	3500
130102	64379	1315A	3500
85207	57272	1315A	3500
80354	61103	1317A	3500
85206	57271	1317A	3500
123034	63373	1317A	3500
96458	58463	1317A	3500
111796	61221	1317A	3500
84676	57090	1317A	3500
84880	57160	1317A	3500
129751	64081	1317A	3500
73956	55460	1317A	3500
85252	57305	1317A	3500
117176	62595	1317A	3500
123776	63558	1317A	3500
80532	62066	1317A	3500
120073	63050	1335A	3500
31740	702119	1337A	3500
74325	55621	1337A	3500
64774	51125	1337A	3500
80340	61089	1337A	3500
130410	64583	1337A	3500
71525	54188	1337A	3500
84885	57166	1337A	3500
112241	61554	1355A	3500
45693	42481	1355A	3500
74327	55623	1355A	3500
85633	57395	1355A	3500
31614	701993	1355A	3500
123482	63442	1357A	3500
136997	65579	1357A	3500
81177	56951	1357A	3500
103251	59225	1357A	3500
129743	64073	1357A	3500
129927	64252	1357A	3500
85192	57257	1357A	3500
85262	57315	1357A	3500
93675	58089	1357A	3500
96625	58508	1357A	3500
129739	64069	1357A	3500
71686	54320	1357A	3500
80483	62017	1357A	3500
74350	55646	1357A	3500
74354	55650	1357A	3500
106882	59810	1357A	3500
123736	63551	1357A	3500
129931	64256	1357A	3500
80326	61075	1357A	3500
81175	56947	1357A	3500
87276	57527	1357A	3500
130098	64375	1357A	3500
74138	55562	1357A	3500
80337	61086	1357A	3500
85228	57281	1357A	3500
85773	57419	1357A	3500
116808	62362	1357A	3500
116826	62380	1357A	3500
136842	65432	1357A	3500
129745	64075	1358A	3500
138457	65792	1605	3500
123273	63394	1605	3500
86123	57472	1615	3500
135345	64967	1105A	3500
75112	56358	1105A	3500
139515	65865	1105A	3500
75078	56324	1105A	3500
34032	704411	1105A	3500
116635	62207	1105A	3500
74893	55939	1105A	3500
121830	13671	1106A	3500
131033	64648	1834A	3500
75018	56284	1834A	3500
75027	56293	1834A	3500
70031	52520	1282A	3500
60970	49741	1282A	3500
79006	56646	1282A	3500
112068	61472	1065A	3500
65998	51358	7985A	3500
70206	53070	7985A	3500
130331	64519	7985A	3500
69727	52419	7985A	3500
73324	55049	2947A	3500
69386	52351	2947A	3500
73962	55466	2947A	3500
126323	63716	2947A	3500
135298	64956	2937A	3500
56510	47770	2937A	3500
112227	61537	2937A	3500
123029	63368	2937A	3500
67225	51541	2930	3500
59355	49220	2930	3500
96679	58525	2930	3500
60323	49454	2933	3500
103413	59317	2933	3500
44347	37564	2951A	3500
84677	57091	2950A	3500
69386	52351	2950A	3500
96775	58553	2903A	3500
118474	62967	2903A	3500
38832	709211	2903A	3500
130102	64379	2903A	3500
84677	57091	2912W	3500
84677	57091	2912Th	3500
130331	64519	2912	3500
77727	56572	2912W	3500
77727	56572	2912Tu	3500
130102	64379	2964A	3500
86827	57510	2964A	3500
69923	52492	2965A	3500
38832	709211	2965A	3500
72637	54561	2912F	3500
119973	63046	2974A	3500
94181	58154	2912Th	3500
94181	58154	2912Tu	3500
84694	57109	2975A	3500
59233	49098	2976A	3500
69171	52226	2976A	3500
136675	65328	2977A	3500
66573	51428	2977A	3500
75119	56365	2977A	3500
104474	59483	2977A	3500
113775	61886	2977A	3500
32194	702573	2912F	3500
75569	58878	2912Tu	3500
44845	39600	2810ZM	3500
73962	55466	2912Tu	3500
83674	57029	2912Th	3500
83674	57029	2912Tu	3500
123332	63416	2912F	3500
138808	65807	2912F	3500
138808	65807	2912Tu	3500
138808	65807	2912	3500
73962	55466	2956A	3500
112227	61537	2912F	3500
112227	61537	2912Tu	3500
112227	61537	2912	3500
112227	61537	2912W	3500
39842	10413	2912Th	3500
73310	55035	2912Tu	3500
65998	51358	2912	3500
65998	51358	2912W	3500
65998	51358	2912Tu	3500
73324	55049	2952A	3500
79824	56687	2912F	3500
79824	56687	2912W	3500
108043	60569	2912W	3500
132887	64789	2811D	3500
132887	64789	2912	3500
136975	65557	2912	3500
59107	48973	2811M	3500
59107	48973	2912W	3500
117247	62635	2912W	3500
138957	65817	2811M	3500
138957	65817	2912F	3500
138957	65817	2912Th	3500
64095	50849	2912Tu	3500
64095	50849	2912	3500
129956	64282	2912W	3500
129956	64282	2912Th	3500
129176	63927	2912Th	3500
108042	60568	2818D	3500
108042	60568	2912Tu	3500
108042	60568	2912	3500
45748	42841	2912Th	3500
45748	42841	2912F	3500
45748	42841	2912	3500
67324	51650	2912F	3500
67324	51650	2912W	3500
130637	64624	2912F	3500
130637	64624	2912	3500
71149	53910	2912Th	3500
69067	52196	2912Th	3500
69067	52196	2912Tu	3500
69067	52196	2912	3500
117248	62636	2912	3500
117248	62636	2912F	3500
117248	62636	2912W	3500
117248	62636	2912Th	3500
70891	53678	2818S	3500
70891	53678	2912Th	3500
70891	53678	2912Tu	3500
70891	53678	2912	3500
122777	63311	2912W	3500
92876	58023	2818S	3500
137442	65693	2912W	3500
137442	65693	2912F	3500
109823	60901	2818A	3500
109823	60901	2912W	3500
109823	60901	2912	3500
69386	52351	2912F	3500
69386	52351	2912Th	3500
74492	55774	2818A	3500
85075	57216	1050A	3500
96826	58590	1050A	3500
111899	61283	1050A	3500
74455	55737	1050A	3500
86325	57487	1050A	3500
117243	62630	1050A	3500
85252	57305	1050A	3500
103383	59286	1050A	3500
80532	62066	1050A	3500
85206	57271	1050A	3500
85638	57400	1050A	3500
85207	57272	1050A	3500
36034	706413	1050A	3500
130288	64466	1050A	3500
136441	65246	1055ALG	3500
73274	55103	1055ALG	3500
72993	54438	1055ALG	3500
73479	55164	1055ALG	3500
108138	60594	1055ALG	3500
60740	49539	1055ALG	3500
70352	53175	1055ALG	3500
74787	55864	1055ALG	3500
67792	51929	1055ALG	3500
112294	61579	1055ALG	3500
74633	55824	1061ALG	3500
71637	54279	1061ALG	3500
116635	62207	1061ALG	3500
57274	48087	1061ALG	3500
58720	48760	1061ALG	3500
70632	53453	1079ALG	3500
70581	53402	1079ALG	3500
67787	51924	1079ALG	3500
73264	55095	1079ALG	3500
74988	56200	1105LGA	3500
75040	56306	1105LGA	3500
75085	56331	1105LGA	3500
75735	57656	1105LGA	3500
135290	64948	1105LGA	3500
135757	65021	1105LGA	3500
60758	49557	1105LGA	3500
74586	55803	1105LGA	3500
79723	56684	1105LGA	3500
135291	64949	1105LGA	3500
135297	64955	1105LGA	3500
138408	65786	1105LGA	3500
60752	49551	1105LGA	3500
75099	56345	1105LGA	3500
135739	65002	1105LGA	3500
91323	57949	1105LGA	3500
106674	59758	1105LGA	3500
123136	63389	1105LGA	3500
74918	55964	1105LGA	3500
75092	56338	1105LGA	3500
103406	59310	1105LGA	3500
135293	64951	1105LGA	3500
74919	55965	1105LGA	3500
117440	62797	1105LGA	3500
131086	64652	1105LGA	3500
139111	65826	1105LGA	3500
71086	53847	1105LGA	3500
75126	56372	1105LGA	3500
135345	64967	1105LGA	3500
79423	56672	1118LGA	3500
60934	49705	1118LGA	3500
106899	59839	1118LGA	3500
73460	55146	1118LGA	3500
32572	702951	1125ALG	3500
73069	54621	1125ALG	3500
116581	62177	1125ALG	3500
128336	63845	1125ALG	3500
54442	46913	1125ALG	3500
85277	57322	1125ALG	3500
116573	62169	1125ALG	3500
129081	63914	1125ALG	3500
73119	54671	1125ALG	3500
112629	61658	1125ALG	3500
73302	55027	1125ALG	3500
122824	63322	1125ALG	3500
58713	48753	1125ALG	3500
69054	52183	1125ALG	3500
69923	52492	1125ALG	3500
73340	55065	1125ALG	3500
73061	54613	1125ALG	3500
117181	62601	1125ALG	3500
117430	62785	1125ALG	3500
122728	63297	1125ALG	3500
135866	65076	1125ALG	3500
122094	11483	1125ALG	3500
128873	63888	1125ALG	3500
121845	52302	1126ALG	3500
55090	47221	1126ALG	3500
70568	53389	1126ALG	3500
70205	53069	1126ALG	3500
112040	61443	1209LG	3500
129735	64063	1209LG	3500
72577	54545	1209LG	3500
80340	61089	1209LG	3500
67786	51923	1209LG	3500
69329	52324	1209LG	3500
85183	57248	1209LG	3500
108049	60575	1209LG	3500
129756	64086	1209LG	3500
84697	57112	1209LG	3500
84706	57121	1209LG	3500
96598	58504	1209LG	3500
106824	59791	1209LG	3500
80529	62063	1209LG	3500
84692	57107	1209LG	3500
84885	57166	1209LG	3500
85483	57356	1209LG	3500
103129	59177	1209LG	3500
116808	62362	1209LG	3500
84691	57106	1210LG	3500
85282	57327	1210LG	3500
85873	57444	1210LG	3500
102752	59077	1210LG	3500
84728	57127	1210LG	3500
116859	62413	1210LG	3500
129730	64057	1210LG	3500
84733	57132	1210LG	3500
31740	702119	1210LG	3500
80271	61020	1210LG	3500
111995	61393	1210LG	3500
136518	65285	1210LG	3500
75028	56294	1219LG	3500
75569	58878	1219LG	3500
106887	59816	1219LG	3500
74827	55874	1219LG	3500
74917	55963	1219LG	3500
75374	56408	1219LG	3500
71835	54385	1219LG	3500
74351	55647	1219LG	3500
135297	64955	1219LG	3500
138408	65786	1219LG	3500
64828	51137	1219LG	3500
74774	55851	1219LG	3500
75004	56216	1219LG	3500
75077	56323	1219LG	3500
116836	62390	1219LG	3500
60916	49687	1219LG	3500
69068	52197	1219LG	3500
74899	55945	1219LG	3500
103184	59206	1219LG	3500
70325	53148	1219LG	3500
74855	55902	1219LG	3500
85174	57239	1219LG	3500
70940	53727	1219LG	3500
74893	55939	1219LG	3500
96282	58408	1219LG	3500
75032	56298	1229LG	3500
75569	58878	1229LG	3500
134538	64889	1229LG	3500
135757	65021	1229LG	3500
62237	50464	1229LG	3500
74917	55963	1229LG	3500
104673	59496	1229LG	3500
116873	62428	1229LG	3500
64111	50865	1229LG	3500
74351	55647	1229LG	3500
96137	58367	1229LG	3500
116635	62207	1229LG	3500
138408	65786	1229LG	3500
74346	55642	1229LG	3500
74837	55884	1229LG	3500
135292	64950	1229LG	3500
74340	55636	1229LG	3500
74414	55696	1229LG	3500
75732	57653	1229LG	3500
116836	62390	1229LG	3500
64277	50973	1229LG	3500
75082	56328	1229LG	3500
75723	56482	1229LG	3500
98974	58737	1229LG	3500
103406	59310	1229LG	3500
85174	57239	1229LG	3500
135645	64993	1229LG	3500
72494	54504	1229LG	3500
121830	13671	1229LG	3500
110273	60951	1239ALG	3500
70637	53458	1239ALG	3500
103331	59262	1239ALG	3500
67801	51938	1239ALG	3500
70396	53219	1239ALG	3500
99673	58754	1239ALG	3500
137941	65725	1239ALG	3500
61131	49853	1261ALG	3500
73277	55001	1261ALG	3500
71983	54417	1261ALG	3500
71984	54418	1261ALG	3500
36173	706552	1261ALG	3500
72993	54438	1261ALG	3500
111905	61289	1261ALG	3500
135348	64970	1261ALG	3500
67792	51929	1261ALG	3500
111931	61317	1261ALG	3500
107085	59935	1282ALG	3500
54710	47044	1282ALG	3500
70544	53365	1282ALG	3500
54702	47036	1282ALG	3500
70608	53429	1282ALG	3500
122089	37853	1282ALG	3500
107084	59934	1282ALG	3500
55208	47339	1282ALG	3500
63917	50774	1282ALG	3500
70666	53487	1282ALG	3500
81374	56955	1282ALG	3500
131883	64715	1282ALG	3500
60970	49741	1282ALG	3500
58603	48643	1282ALG	3500
69974	52501	1282ALG	3500
79006	56646	1282ALG	3500
84887	57168	1412ALG	3500
129734	64062	1412ALG	3500
104673	59496	1412ALG	3500
84891	57172	1412ALG	3500
124473	63623	1412ALG	3500
129769	64100	1412ALG	3500
85243	57296	1412ALG	3500
116973	62479	1412ALG	3500
67784	51921	1412ALG	3500
75496	56439	1412ALG	3500
84701	57116	1412ALG	3500
74834	55881	1412ALG	3500
74860	55907	1412ALG	3500
84678	57092	1412ALG	3500
84737	57136	1412ALG	3500
96630	58513	1412ALG	3500
85074	57215	1412ALG	3500
73942	55446	1413ALG	3500
71637	54279	1413ALG	3500
135291	64949	1413ALG	3500
74900	55946	1413ALG	3500
88674	57598	1413ALG	3500
74899	55945	1413ALG	3500
74957	56169	1413ALG	3500
74342	55638	1413ALG	3500
102751	59076	1413ALG	3500
116820	62374	1413ALG	3500
136140	65142	1413ALG	3500
85278	57323	1414LG	3500
70726	53514	1414LG	3500
73082	54634	1414LG	3500
64679	51099	1535LG	3500
132686	64780	1535LG	3500
129735	64063	1609LG	3500
84779	57148	1609LG	3500
95875	58325	1609LG	3500
71414	54137	1609LG	3500
74351	55647	1609LG	3500
129730	64057	1609LG	3500
129744	64074	1609LG	3500
80015	60041	1609LG	3500
84733	57132	1609LG	3500
84880	57160	1609LG	3500
74857	55904	1609LG	3500
129761	64091	1609LG	3500
72477	54487	1609LG	3500
74470	55752	1609LG	3500
75022	56288	1609LG	3500
84703	57118	1609LG	3500
85180	57245	1609LG	3500
64345	51029	1609LG	3500
84885	57166	1609LG	3500
84924	57176	1609LG	3500
85126	57236	1609LG	3500
116808	62362	1609LG	3500
112040	61443	1619LG	3500
95427	58260	1619LG	3500
70317	53140	1619LG	3500
96458	58463	1619LG	3500
60770	49569	1619LG	3500
111995	61393	1619LG	3500
65423	51237	1619LG	3500
81473	56957	1619LG	3500
96282	58408	1619LG	3500
112527	61640	1629ALG	3500
80316	61065	1629ALG	3500
102076	58915	1629ALG	3500
64097	50851	1629ALG	3500
106901	59842	1629ALG	3500
98523	58709	1629ALG	3500
60914	49685	1629ALG	3500
129754	64084	1629ALG	3500
75027	56293	1629ALG	3500
96442	58444	1629ALG	3500
128827	63887	1629ALG	3500
73069	54621	1637ALG	3500
96427	58429	1637ALG	3500
117088	62555	1637ALG	3500
117527	62839	1637ALG	3500
136441	65246	1637ALG	3500
123127	63380	1637ALG	3500
70371	53194	1637ALG	3500
71825	54375	1637ALG	3500
75626	56692	1637ALG	3500
75677	56793	1637ALG	3500
85277	57322	1637ALG	3500
93431	58071	1637ALG	3500
102579	59027	1637ALG	3500
102732	59056	1637ALG	3500
112066	61470	1637ALG	3500
130389	64561	1637ALG	3500
134537	64888	1637ALG	3500
59985	49319	1637ALG	3500
62189	50449	1637ALG	3500
74926	55972	1637ALG	3500
90623	57730	1637ALG	3500
97276	58635	1637ALG	3500
129779	64110	1637ALG	3500
65723	51268	1637ALG	3500
95887	58337	1637ALG	3500
55085	47216	1637ALG	3500
60922	49693	1637ALG	3500
61532	50320	1637ALG	3500
73065	54617	1637ALG	3500
112439	61621	1637ALG	3500
119673	63029	1637ALG	3500
54569	46944	1637ALG	3500
70175	53039	1637ALG	3500
72476	54486	1637ALG	3500
73082	54634	1637ALG	3500
73117	54669	1637ALG	3500
69053	52182	1637ALG	3500
72999	54506	1637ALG	3500
77677	56567	1637ALG	3500
85279	57324	1637ALG	3500
128324	63833	1637ALG	3500
132184	64740	1637ALG	3500
17072	21451	1649ALG	3500
39351	709730	1649ALG	3500
73291	55015	1649ALG	3500
73055	54607	1649ALG	3500
112323	61583	1649ALG	3500
61202	49887	1649ALG	3500
70643	53464	1649ALG	3500
130387	64555	1649ALG	3500
54891	47093	1649ALG	3500
73047	54599	1649ALG	3500
73323	55048	1649ALG	3500
70549	53370	1649ALG	3500
108048	60574	1649ALG	3500
116584	62180	1649ALG	3500
129173	63924	1649ALG	3500
133037	64803	1649ALG	3500
80573	56925	1649ALG	3500
111750	61170	1650LG	3500
116581	62177	1650LG	3500
67575	51755	1650LG	3500
81178	56952	1650LG	3500
73309	55034	1650LG	3500
36173	706552	1650LG	3500
124077	63604	1650LG	3500
75009	56275	1650LG	3500
60895	49666	1650LG	3500
73299	55023	1650LG	3500
73345	55070	1650LG	3500
122094	11483	1650LG	3500
85528	57365	1680ALG	3500
78978	56616	1680ALG	3500
70568	53389	1680ALG	3500
121577	46919	1680ALG	3500
70353	53176	1680ALG	3500
74325	55621	1765ALG	3500
85189	57254	1765ALG	3500
113973	61898	1765ALG	3500
69982	52509	1765ALG	3500
71540	54203	1765ALG	3500
71720	54354	1765ALG	3500
84681	57095	1765ALG	3500
84883	57164	1765ALG	3500
74452	55734	1765ALG	3500
124123	63605	1765ALG	3500
126224	63711	1765ALG	3500
137591	65698	1765ALG	3500
74449	55731	1765ALG	3500
84738	57137	1765ALG	3500
125623	63678	1765ALG	3500
64102	50856	1765ALG	3500
69162	52217	1765ALG	3500
71604	54246	1765ALG	3500
85252	57305	1765ALG	3500
118474	62967	1765ALG	3500
123736	63551	1765ALG	3500
129759	64089	1765ALG	3500
96598	58504	1765ALG	3500
65429	51243	1765ALG	3500
81173	56945	1765ALG	3500
84923	57175	1765ALG	3500
85202	57267	1765ALG	3500
85773	57419	1765ALG	3500
86127	57476	1765ALG	3500
94926	58223	1765ALG	3500
74351	55647	1766LG	3500
75078	56324	1766LG	3500
71608	54250	1766LG	3500
69974	52501	1766LG	3500
67810	51947	1787ALG	3500
64830	51139	1787ALG	3500
71094	53855	1787ALG	3500
73043	54595	1787ALG	3500
73336	55061	1787ALG	3500
64081	50835	1787ALG	3500
104786	59560	1799LG	3500
73593	55227	1799LG	3500
123136	63389	1799LG	3500
74962	56174	1799LG	3500
73086	54638	1805LG	3500
74780	55857	1805LG	3500
75111	56357	1805LG	3500
84887	57168	1805LG	3500
85037	57193	1805LG	3500
108336	60712	1805LG	3500
117327	62709	1805LG	3500
117824	62912	1805LG	3500
136388	65242	1805LG	3500
136672	65324	1805LG	3500
136997	65579	1805LG	3500
73021	54573	1805LG	3500
93127	58043	1805LG	3500
74327	55623	1805LG	3500
74968	56180	1805LG	3500
85045	57201	1805LG	3500
85529	57366	1805LG	3500
118773	62986	1805LG	3500
84676	57090	1805LG	3500
85243	57296	1805LG	3500
87723	57544	1805LG	3500
117346	62728	1805LG	3500
130483	64610	1805LG	3500
71542	54205	1805LG	3500
73286	55010	1805LG	3500
74996	56208	1805LG	3500
